"expIndex","subject","scenario","round","pset_selected","target","weak_math","strong_math","agent_selected"
"exp3",19,4,3,0,13.5,5.8,8,0
"exp3",19,5,0,NA,12,2,8,NA
"exp3",19,5,1,2,12,3,8,1
"exp3",19,5,2,2,12,3.66,8,1
"exp3",19,5,3,2,12,4.2,8,1
"exp3",19,6,0,NA,12.5,3,8,NA
"exp3",19,6,1,2,12.5,3.66,8,1
"exp3",19,6,2,2,12.5,4.2,8,1
"exp3",19,6,3,2,12.5,4.67,8,1
"exp3",19,7,0,NA,13.5,3,9,NA
"exp3",19,7,1,2,13.5,3.66,9,1
"exp3",19,7,2,2,13.5,4.2,9,1
"exp3",19,7,3,4,13.5,5.15,9,1
"exp3",19,8,0,NA,15,5,8,NA
"exp3",19,8,1,4,15,5.8,8,1
"exp3",19,8,2,4,15,6.48,8,1
"exp3",19,8,3,4,15,7.09,8,1
"exp3",20,1,0,NA,11,2,8,NA
"exp3",20,1,1,2,11,3,8,1
"exp3",20,1,2,0,11,3,8,0
"exp3",20,1,3,0,11,3,8,0
"exp3",20,2,0,NA,12,3,8,NA
"exp3",20,2,1,8,12,3,9,2
"exp3",20,2,2,0,12,3,9,0
"exp3",20,2,3,0,12,3,9,0
"exp3",20,3,0,NA,13,3,9,NA
"exp3",20,3,1,8,13,3,9.88,2
"exp3",20,3,2,8,13,3,10.68,2
"exp3",20,3,3,0,13,3,10.68,0
"exp3",20,4,0,NA,13.5,5,8,NA
"exp3",20,4,1,4,13.5,5.8,8,1
"exp3",20,4,2,0,13.5,5.8,8,0
"exp3",20,4,3,0,13.5,5.8,8,0
"exp3",20,5,0,NA,12,2,8,NA
"exp3",20,5,1,8,12,2,9,2
"exp3",20,5,2,2,12,3,9,1
"exp3",20,5,3,0,12,3,9,0
"exp3",20,6,0,NA,12.5,3,8,NA
"exp3",20,6,1,8,12.5,3,9,2
"exp3",20,6,2,2,12.5,3.66,9,1
"exp3",20,6,3,0,12.5,3.66,9,0
"exp3",20,7,0,NA,13.5,3,9,NA
"exp3",20,7,1,8,13.5,3,9.88,2
"exp3",20,7,2,2,13.5,3.66,9.88,1
"exp3",20,7,3,0,13.5,3.66,9.88,0
"exp3",20,8,0,NA,15,5,8,NA
"exp3",20,8,1,8,15,5,9,2
"exp3",20,8,2,8,15,5,9.88,2
"exp3",20,8,3,8,15,5,10.68,2
"exp3",21,1,0,NA,11,2,8,NA
"exp3",21,1,1,2,11,3,8,1
"exp3",21,1,2,0,11,3,8,0
"exp3",21,1,3,0,11,3,8,0
"exp3",21,2,0,NA,12,3,8,NA
"exp3",21,2,1,2,12,3.66,8,1
"exp3",21,2,2,2,12,4.2,8,1
"exp3",21,2,3,4,12,5.15,8,1
"exp3",21,3,0,NA,13,3,9,NA
"exp3",21,3,1,8,13,3,9.88,2
"exp3",21,3,2,8,13,3,10.68,2
"exp3",21,3,3,0,13,3,10.68,0
"exp3",21,4,0,NA,13.5,5,8,NA
"exp3",21,4,1,8,13.5,5,9,2
"exp3",21,4,2,0,13.5,5,9,0
"exp3",21,4,3,0,13.5,5,9,0
"exp3",21,5,0,NA,12,2,8,NA
"exp3",21,5,1,8,12,2,9,2
"exp3",21,5,2,8,12,2,9.88,2
"exp3",21,5,3,8,12,2,10.68,2
"exp3",21,6,0,NA,12.5,3,8,NA
"exp3",21,6,1,8,12.5,3,9,2
"exp3",21,6,2,2,12.5,3.66,9,1
"exp3",21,6,3,0,12.5,3.66,9,0
"exp3",21,7,0,NA,13.5,3,9,NA
"exp3",21,7,1,8,13.5,3,9.88,2
"exp3",21,7,2,2,13.5,3.66,9.88,1
"exp3",21,7,3,8,13.5,3.66,10.68,2
"exp3",21,8,0,NA,15,5,8,NA
"exp3",21,8,1,8,15,5,9,2
"exp3",21,8,2,8,15,5,9.88,2
"exp3",21,8,3,8,15,5,10.68,2
"exp3",22,1,0,NA,11,2,8,NA
"exp3",22,1,1,2,11,3,8,1
"exp3",22,1,2,0,11,3,8,0
"exp3",22,1,3,0,11,3,8,0
"exp3",22,2,0,NA,12,3,8,NA
"exp3",22,2,1,8,12,3,9,2
"exp3",22,2,2,0,12,3,9,0
"exp3",22,2,3,0,12,3,9,0
"exp3",22,3,0,NA,13,3,9,NA
"exp3",22,3,1,8,13,3,9.88,2
"exp3",22,3,2,4,13,3,10.28,2
"exp3",22,3,3,0,13,3,10.28,0
"exp3",22,4,0,NA,13.5,5,8,NA
"exp3",22,4,1,8,13.5,5,9,2
"exp3",22,4,2,4,13.5,5.8,9,1
"exp3",22,4,3,0,13.5,5.8,9,0
"exp3",22,5,0,NA,12,2,8,NA
"exp3",22,5,1,2,12,3,8,1
"exp3",22,5,2,8,12,3,9,2
"exp3",22,5,3,0,12,3,9,0
"exp3",22,6,0,NA,12.5,3,8,NA
"exp3",22,6,1,2,12.5,3.66,8,1
"exp3",22,6,2,8,12.5,3.66,9,2
"exp3",22,6,3,0,12.5,3.66,9,0
"exp3",22,7,0,NA,13.5,3,9,NA
"exp3",22,7,1,2,13.5,3.66,9,1
"exp3",22,7,2,8,13.5,3.66,9.88,2
"exp3",22,7,3,4,13.5,3.66,10.28,2
"exp3",22,8,0,NA,15,5,8,NA
"exp3",22,8,1,8,15,5,9,2
"exp3",22,8,2,4,15,5.8,9,1
"exp3",22,8,3,4,15,5.8,9.44,2
"exp3",23,1,0,NA,11,2,8,NA
"exp3",23,1,1,2,11,3,8,1
"exp3",23,1,2,8,11,3,9,2
"exp3",23,1,3,0,11,3,9,0
"exp3",23,2,0,NA,12,3,8,NA
"exp3",23,2,1,8,12,3,9,2
"exp3",23,2,2,4,12,3,9,1
"exp3",23,2,3,2,12,3.66,9,1
"exp3",23,3,0,NA,13,3,9,NA
"exp3",23,3,1,2,13,3.66,9,1
"exp3",23,3,2,8,13,3.66,9.88,2
"exp3",23,3,3,0,13,3.66,9.88,0
"exp3",23,4,0,NA,13.5,5,8,NA
"exp3",23,4,1,8,13.5,5,9,2
"exp3",23,4,2,0,13.5,5,9,0
"exp3",23,4,3,0,13.5,5,9,0
"exp3",23,5,0,NA,12,2,8,NA
"exp3",23,5,1,2,12,3,8,1
"exp3",23,5,2,8,12,3,9,2
"exp3",23,5,3,0,12,3,9,0
"exp3",23,6,0,NA,12.5,3,8,NA
"exp3",23,6,1,8,12.5,3,9,2
"exp3",23,6,2,2,12.5,3.66,9,1
"exp3",23,6,3,0,12.5,3.66,9,0
"exp3",23,7,0,NA,13.5,3,9,NA
"exp3",23,7,1,8,13.5,3,9.88,2
"exp3",23,7,2,2,13.5,3.66,9.88,1
"exp3",23,7,3,0,13.5,3.66,9.88,0
"exp3",23,8,0,NA,15,5,8,NA
"exp3",23,8,1,8,15,5,9,2
"exp3",23,8,2,6,15,5,9,1
"exp3",23,8,3,8,15,5,9.88,2
"exp3",24,1,0,NA,11,2,8,NA
"exp3",24,1,1,2,11,3,8,1
"exp3",24,1,2,0,11,3,8,0
"exp3",24,1,3,0,11,3,8,0
"exp3",24,2,0,NA,12,3,8,NA
"exp3",24,2,1,2,12,3.66,8,1
"exp3",24,2,2,2,12,4.2,8,1
"exp3",24,2,3,0,12,4.2,8,0
"exp3",24,3,0,NA,13,3,9,NA
"exp3",24,3,1,2,13,3.66,9,1
"exp3",24,3,2,2,13,4.2,9,1
"exp3",24,3,3,0,13,4.2,9,0
"exp3",24,4,0,NA,13.5,5,8,NA
"exp3",24,4,1,4,13.5,5.8,8,1
"exp3",24,4,2,8,13.5,5.8,9,2
"exp3",24,4,3,0,13.5,5.8,9,0
"exp3",24,5,0,NA,12,2,8,NA
"exp3",24,5,1,2,12,3,8,1
"exp3",24,5,2,2,12,3.66,8,1
"exp3",24,5,3,2,12,4.2,8,1
"exp3",24,6,0,NA,12.5,3,8,NA
"exp3",24,6,1,8,12.5,3,9,2
"exp3",24,6,2,8,12.5,3,9.88,2
"exp3",24,6,3,0,12.5,3,9.88,0
"exp3",24,7,0,NA,13.5,3,9,NA
"exp3",24,7,1,8,13.5,3,9.88,2
"exp3",24,7,2,2,13.5,3.66,9.88,1
"exp3",24,7,3,0,13.5,3.66,9.88,0
"exp3",24,8,0,NA,15,5,8,NA
"exp3",24,8,1,8,15,5,9,2
"exp3",24,8,2,8,15,5,9.88,2
"exp3",24,8,3,6,15,5,10.48,2
"exp3",25,1,0,NA,11,2,8,NA
"exp3",25,1,1,2,11,3,8,1
"exp3",25,1,2,4,11,3,8,1
"exp3",25,1,3,4,11,3,8,1
"exp3",25,2,0,NA,12,3,8,NA
"exp3",25,2,1,4,12,3,8,1
"exp3",25,2,2,4,12,3,8,1
"exp3",25,2,3,4,12,3,8,1
"exp3",25,3,0,NA,13,3,9,NA
"exp3",25,3,1,2,13,3.66,9,1
"exp3",25,3,2,8,13,3.66,9.88,2
"exp3",25,3,3,8,13,3.66,10.68,2
"exp3",25,4,0,NA,13.5,5,8,NA
"exp3",25,4,1,4,13.5,5.8,8,1
"exp3",25,4,2,6,13.5,5.8,8,1
"exp3",25,4,3,4,13.5,6.48,8,1
"exp3",25,5,0,NA,12,2,8,NA
"exp3",25,5,1,2,12,3,8,1
"exp3",25,5,2,8,12,3,9,2
"exp3",25,5,3,2,12,3.66,9,1
"exp3",25,6,0,NA,12.5,3,8,NA
"exp3",25,6,1,4,12.5,3,8,1
"exp3",25,6,2,2,12.5,3.66,8,1
"exp3",25,6,3,2,12.5,4.2,8,1
"exp3",25,7,0,NA,13.5,3,9,NA
"exp3",25,7,1,8,13.5,3,9.88,2
"exp3",25,7,2,8,13.5,3,10.68,2
"exp3",25,7,3,8,13.5,3,11.42,2
"exp3",25,8,0,NA,15,5,8,NA
"exp3",25,8,1,8,15,5,9,2
"exp3",25,8,2,8,15,5,9.88,2
"exp3",25,8,3,8,15,5,10.68,2
"exp3",26,1,0,NA,11,2,8,NA
"exp3",26,1,1,2,11,3,8,1
"exp3",26,1,2,0,11,3,8,0
"exp3",26,1,3,0,11,3,8,0
"exp3",26,2,0,NA,12,3,8,NA
"exp3",26,2,1,2,12,3,8.25,2
"exp3",26,2,2,2,12,3.66,8.25,1
"exp3",26,2,3,2,12,4.2,8.25,1
"exp3",26,3,0,NA,13,3,9,NA
"exp3",26,3,1,2,13,3.66,9,1
"exp3",26,3,2,2,13,4.2,9,1
"exp3",26,3,3,0,13,4.2,9,0
"exp3",26,4,0,NA,13.5,5,8,NA
"exp3",26,4,1,4,13.5,5,8.5,2
"exp3",26,4,2,0,13.5,5,8.5,0
"exp3",26,4,3,0,13.5,5,8.5,0
"exp3",26,5,0,NA,12,2,8,NA
"exp3",26,5,1,2,12,3,8,1
"exp3",26,5,2,2,12,3.66,8,1
"exp3",26,5,3,2,12,4.2,8,1
"exp3",26,6,0,NA,12.5,3,8,NA
"exp3",26,6,1,2,12.5,3.66,8,1
"exp3",26,6,2,2,12.5,4.2,8,1
"exp3",26,6,3,4,12.5,5.15,8,1
"exp3",26,7,0,NA,13.5,3,9,NA
"exp3",26,7,1,2,13.5,3.66,9,1
"exp3",26,7,2,2,13.5,4.2,9,1
"exp3",26,7,3,2,13.5,4.67,9,1
"exp3",26,8,0,NA,15,5,8,NA
"exp3",26,8,1,8,15,5,9,2
"exp3",26,8,2,4,15,5.8,9,1
"exp3",26,8,3,2,15,6.14,9,1
"exp3",27,1,0,NA,11,2,8,NA
"exp3",27,1,1,2,11,3,8,1
"exp3",27,1,2,0,11,3,8,0
"exp3",27,1,3,0,11,3,8,0
"exp3",27,2,0,NA,12,3,8,NA
"exp3",27,2,1,2,12,3.66,8,1
"exp3",27,2,2,2,12,4.2,8,1
"exp3",27,2,3,0,12,4.2,8,0
"exp3",27,3,0,NA,13,3,9,NA
"exp3",27,3,1,2,13,3.66,9,1
"exp3",27,3,2,2,13,4.2,9,1
"exp3",27,3,3,0,13,4.2,9,0
"exp3",27,4,0,NA,13.5,5,8,NA
"exp3",27,4,1,4,13.5,5.8,8,1
"exp3",27,4,2,0,13.5,5.8,8,0
"exp3",27,4,3,0,13.5,5.8,8,0
"exp3",27,5,0,NA,12,2,8,NA
"exp3",27,5,1,2,12,3,8,1
"exp3",27,5,2,8,12,3,9,2
"exp3",27,5,3,0,12,3,9,0
"exp3",27,6,0,NA,12.5,3,8,NA
"exp3",27,6,1,2,12.5,3.66,8,1
"exp3",27,6,2,8,12.5,3.66,9,2
"exp3",27,6,3,2,12.5,4.2,9,1
"exp3",27,7,0,NA,13.5,3,9,NA
"exp3",27,7,1,8,13.5,3,9.88,2
"exp3",27,7,2,2,13.5,3.66,9.88,1
"exp3",27,7,3,2,13.5,4.2,9.88,1
"exp3",27,8,0,NA,15,5,8,NA
"exp3",27,8,1,8,15,5,9,2
"exp3",27,8,2,4,15,5.8,9,1
"exp3",27,8,3,4,15,6.48,9,1
"exp3",28,1,0,NA,11,2,8,NA
"exp3",28,1,1,2,11,3,8,1
"exp3",28,1,2,0,11,3,8,0
"exp3",28,1,3,0,11,3,8,0
"exp3",28,2,0,NA,12,3,8,NA
"exp3",28,2,1,2,12,3.66,8,1
"exp3",28,2,2,2,12,4.2,8,1
"exp3",28,2,3,0,12,4.2,8,0
"exp3",28,3,0,NA,13,3,9,NA
"exp3",28,3,1,2,13,3.66,9,1
"exp3",28,3,2,2,13,4.2,9,1
"exp3",28,3,3,0,13,4.2,9,0
"exp3",28,4,0,NA,13.5,5,8,NA
"exp3",28,4,1,4,13.5,5,8.5,2
"exp3",28,4,2,0,13.5,5,8.5,0
"exp3",28,4,3,0,13.5,5,8.5,0
"exp3",28,5,0,NA,12,2,8,NA
"exp3",28,5,1,2,12,3,8,1
"exp3",28,5,2,2,12,3.66,8,1
"exp3",28,5,3,2,12,4.2,8,1
"exp3",28,6,0,NA,12.5,3,8,NA
"exp3",28,6,1,2,12.5,3.66,8,1
"exp3",28,6,2,2,12.5,4.2,8,1
"exp3",28,6,3,4,12.5,5.15,8,1
"exp3",28,7,0,NA,13.5,3,9,NA
"exp3",28,7,1,2,13.5,3.66,9,1
"exp3",28,7,2,2,13.5,4.2,9,1
"exp3",28,7,3,2,13.5,4.67,9,1
"exp3",28,8,0,NA,15,5,8,NA
"exp3",28,8,1,8,15,5,9,2
"exp3",28,8,2,4,15,5.8,9,1
"exp3",28,8,3,2,15,6.14,9,1
"exp3",29,1,0,NA,11,2,8,NA
"exp3",29,1,1,2,11,3,8,1
"exp3",29,1,2,0,11,3,8,0
"exp3",29,1,3,0,11,3,8,0
"exp3",29,2,0,NA,12,3,8,NA
"exp3",29,2,1,2,12,3.66,8,1
"exp3",29,2,2,2,12,4.2,8,1
"exp3",29,2,3,0,12,4.2,8,0
"exp3",29,3,0,NA,13,3,9,NA
"exp3",29,3,1,2,13,3.66,9,1
"exp3",29,3,2,2,13,4.2,9,1
"exp3",29,3,3,0,13,4.2,9,0
"exp3",29,4,0,NA,13.5,5,8,NA
"exp3",29,4,1,4,13.5,5.8,8,1
"exp3",29,4,2,0,13.5,5.8,8,0
"exp3",29,4,3,0,13.5,5.8,8,0
"exp3",29,5,0,NA,12,2,8,NA
"exp3",29,5,1,2,12,3,8,1
"exp3",29,5,2,2,12,3.66,8,1
"exp3",29,5,3,2,12,4.2,8,1
"exp3",29,6,0,NA,12.5,3,8,NA
"exp3",29,6,1,2,12.5,3.66,8,1
"exp3",29,6,2,2,12.5,4.2,8,1
"exp3",29,6,3,2,12.5,4.67,8,1
"exp3",29,7,0,NA,13.5,3,9,NA
"exp3",29,7,1,2,13.5,3.66,9,1
"exp3",29,7,2,2,13.5,4.2,9,1
"exp3",29,7,3,2,13.5,4.67,9,1
"exp3",29,8,0,NA,15,5,8,NA
"exp3",29,8,1,8,15,5,9,2
"exp3",29,8,2,8,15,5,9.88,2
"exp3",29,8,3,2,15,5.4,9.88,1
"exp3",30,1,0,NA,11,2,8,NA
"exp3",30,1,1,2,11,3,8,1
"exp3",30,1,2,8,11,3,9,2
"exp3",30,1,3,2,11,3.66,9,1
"exp3",30,2,0,NA,12,3,8,NA
"exp3",30,2,1,8,12,3,9,2
"exp3",30,2,2,0,12,3,9,0
"exp3",30,2,3,0,12,3,9,0
"exp3",30,3,0,NA,13,3,9,NA
"exp3",30,3,1,2,13,3.66,9,1
"exp3",30,3,2,2,13,4.2,9,1
"exp3",30,3,3,0,13,4.2,9,0
"exp3",30,4,0,NA,13.5,5,8,NA
"exp3",30,4,1,8,13.5,5,9,2
"exp3",30,4,2,0,13.5,5,9,0
"exp3",30,4,3,0,13.5,5,9,0
"exp3",30,5,0,NA,12,2,8,NA
"exp3",30,5,1,2,12,3,8,1
"exp3",30,5,2,8,12,3,9,2
"exp3",30,5,3,0,12,3,9,0
"exp3",30,6,0,NA,12.5,3,8,NA
"exp3",30,6,1,8,12.5,3,9,2
"exp3",30,6,2,2,12.5,3.66,9,1
"exp3",30,6,3,0,12.5,3.66,9,0
"exp3",30,7,0,NA,13.5,3,9,NA
"exp3",30,7,1,2,13.5,3.66,9,1
"exp3",30,7,2,2,13.5,4.2,9,1
"exp3",30,7,3,4,13.5,5.15,9,1
"exp3",30,8,0,NA,15,5,8,NA
"exp3",30,8,1,8,15,5,8,1
"exp3",30,8,2,4,15,5.8,8,1
"exp3",30,8,3,4,15,6.48,8,1
"exp3",31,1,0,NA,11,2,8,NA
"exp3",31,1,1,2,11,3,8,1
"exp3",31,1,2,0,11,3,8,0
"exp3",31,1,3,0,11,3,8,0
"exp3",31,2,0,NA,12,3,8,NA
"exp3",31,2,1,8,12,3,9,2
"exp3",31,2,2,2,12,3.66,9,1
"exp3",31,2,3,0,12,3.66,9,0
"exp3",31,3,0,NA,13,3,9,NA
"exp3",31,3,1,2,13,3.66,9,1
"exp3",31,3,2,8,13,3.66,9.88,2
"exp3",31,3,3,0,13,3.66,9.88,0
"exp3",31,4,0,NA,13.5,5,8,NA
"exp3",31,4,1,8,13.5,5,9,2
"exp3",31,4,2,0,13.5,5,9,0
"exp3",31,4,3,0,13.5,5,9,0
"exp3",31,5,0,NA,12,2,8,NA
"exp3",31,5,1,2,12,3,8,1
"exp3",31,5,2,8,12,3,9,2
"exp3",31,5,3,0,12,3,9,0
"exp3",31,6,0,NA,12.5,3,8,NA
"exp3",31,6,1,8,12.5,3,9,2
"exp3",31,6,2,8,12.5,3,9.88,2
"exp3",31,6,3,0,12.5,3,9.88,0
"exp3",31,7,0,NA,13.5,3,9,NA
"exp3",31,7,1,8,13.5,3,9.88,2
"exp3",31,7,2,2,13.5,3.66,9.88,1
"exp3",31,7,3,0,13.5,3.66,9.88,0
"exp3",31,8,0,NA,15,5,8,NA
"exp3",31,8,1,8,15,5,9,2
"exp3",31,8,2,4,15,5.8,9,1
"exp3",31,8,3,4,15,6.48,9,1
"exp3",32,1,0,NA,11,2,8,NA
"exp3",32,1,1,8,11,2,9,2
"exp3",32,1,2,8,11,2,9.88,2
"exp3",32,1,3,8,11,2,10.68,2
"exp3",32,2,0,NA,12,3,8,NA
"exp3",32,2,1,8,12,3,9,2
"exp3",32,2,2,8,12,3,9.88,2
"exp3",32,2,3,8,12,3,10.68,2
"exp3",32,3,0,NA,13,3,9,NA
"exp3",32,3,1,8,13,3,9.88,2
"exp3",32,3,2,8,13,3,10.68,2
"exp3",32,3,3,6,13,3,11.24,2
"exp3",32,4,0,NA,13.5,5,8,NA
"exp3",32,4,1,8,13.5,5,9,2
"exp3",32,4,2,8,13.5,5,9.88,2
"exp3",32,4,3,8,13.5,5,9.88,1
"exp3",32,5,0,NA,12,2,8,NA
"exp3",32,5,1,8,12,2,9,2
"exp3",32,5,2,4,12,2,9.44,2
"exp3",32,5,3,6,12,2,10.07,2
"exp3",32,6,0,NA,12.5,3,8,NA
"exp3",32,6,1,8,12.5,3,9,2
"exp3",32,6,2,6,12.5,3,9.66,2
"exp3",32,6,3,6,12.5,3,10.28,2
"exp3",32,7,0,NA,13.5,3,9,NA
"exp3",32,7,1,8,13.5,3,9.88,2
"exp3",32,7,2,8,13.5,3,10.68,2
"exp3",32,7,3,8,13.5,3,10.68,1
"exp3",32,8,0,NA,15,5,8,NA
"exp3",32,8,1,8,15,5,9,2
"exp3",32,8,2,8,15,5,9.88,2
"exp3",32,8,3,8,15,5,10.68,2
"exp3",33,1,0,NA,11,2,8,NA
"exp3",33,1,1,2,11,3,8,1
"exp3",33,1,2,0,11,3,8,0
"exp3",33,1,3,0,11,3,8,0
"exp3",33,2,0,NA,12,3,8,NA
"exp3",33,2,1,2,12,3.66,8,1
"exp3",33,2,2,2,12,4.2,8,1
"exp3",33,2,3,0,12,4.2,8,0
"exp3",33,3,0,NA,13,3,9,NA
"exp3",33,3,1,2,13,3.66,9,1
"exp3",33,3,2,2,13,4.2,9,1
"exp3",33,3,3,0,13,4.2,9,0
"exp3",33,4,0,NA,13.5,5,8,NA
"exp3",33,4,1,4,13.5,5,8.5,2
"exp3",33,4,2,0,13.5,5,8.5,0
"exp3",33,4,3,0,13.5,5,8.5,0
"exp3",33,5,0,NA,12,2,8,NA
"exp3",33,5,1,2,12,3,8,1
"exp3",33,5,2,2,12,3.66,8,1
"exp3",33,5,3,2,12,4.2,8,1
"exp3",33,6,0,NA,12.5,3,8,NA
"exp3",33,6,1,2,12.5,3.66,8,1
"exp3",33,6,2,2,12.5,4.2,8,1
"exp3",33,6,3,2,12.5,4.67,8,1
"exp3",33,7,0,NA,13.5,3,9,NA
"exp3",33,7,1,2,13.5,3.66,9,1
"exp3",33,7,2,2,13.5,4.2,9,1
"exp3",33,7,3,2,13.5,4.67,9,1
"exp3",33,8,0,NA,15,5,8,NA
"exp3",33,8,1,4,15,5.8,8,1
"exp3",33,8,2,4,15,6.48,8,1
"exp3",33,8,3,4,15,7.09,8,1
"exp3",34,1,0,NA,11,2,8,NA
"exp3",34,1,1,2,11,3,8,1
"exp3",34,1,2,0,11,3,8,0
"exp3",34,1,3,0,11,3,8,0
"exp3",34,2,0,NA,12,3,8,NA
"exp3",34,2,1,8,12,3,9,2
"exp3",34,2,2,0,12,3,9,0
"exp3",34,2,3,0,12,3,9,0
"exp3",34,3,0,NA,13,3,9,NA
"exp3",34,3,1,2,13,3.66,9,1
"exp3",34,3,2,2,13,4.2,9,1
"exp3",34,3,3,0,13,4.2,9,0
"exp3",34,4,0,NA,13.5,5,8,NA
"exp3",34,4,1,4,13.5,5.8,8,1
"exp3",34,4,2,0,13.5,5.8,8,0
"exp3",34,4,3,0,13.5,5.8,8,0
"exp3",34,5,0,NA,12,2,8,NA
"exp3",34,5,1,2,12,3,8,1
"exp3",34,5,2,8,12,3,9,2
"exp3",34,5,3,0,12,3,9,0
"exp3",34,6,0,NA,12.5,3,8,NA
"exp3",34,6,1,2,12.5,3.66,8,1
"exp3",34,6,2,2,12.5,4.2,8,1
"exp3",34,6,3,2,12.5,4.67,8,1
"exp3",34,7,0,NA,13.5,3,9,NA
"exp3",34,7,1,2,13.5,3.66,9,1
"exp3",34,7,2,2,13.5,4.2,9,1
"exp3",34,7,3,4,13.5,5.15,9,1
"exp3",34,8,0,NA,15,5,8,NA
"exp3",34,8,1,4,15,5.8,8,1
"exp3",34,8,2,4,15,6.48,8,1
"exp3",34,8,3,6,15,7.4,8,1
"exp3",35,1,0,NA,11,2,8,NA
"exp3",35,1,1,8,11,2,9,2
"exp3",35,1,2,0,11,2,9,0
"exp3",35,1,3,0,11,2,9,0
"exp3",35,2,0,NA,12,3,8,NA
"exp3",35,2,1,8,12,3,9,2
"exp3",35,2,2,0,12,3,9,0
"exp3",35,2,3,0,12,3,9,0
"exp3",35,3,0,NA,13,3,9,NA
"exp3",35,3,1,4,13,3,9,1
"exp3",35,3,2,8,13,3,9.88,2
"exp3",35,3,3,2,13,3.66,9.88,1
"exp3",35,4,0,NA,13.5,5,8,NA
"exp3",35,4,1,8,13.5,5,9,2
"exp3",35,4,2,0,13.5,5,9,0
"exp3",35,4,3,0,13.5,5,9,0
"exp3",35,5,0,NA,12,2,8,NA
"exp3",35,5,1,8,12,2,9,2
"exp3",35,5,2,2,12,3,9,1
"exp3",35,5,3,0,12,3,9,0
"exp3",35,6,0,NA,12.5,3,8,NA
"exp3",35,6,1,8,12.5,3,9,2
"exp3",35,6,2,2,12.5,3.66,9,1
"exp3",35,6,3,0,12.5,3.66,9,0
"exp3",35,7,0,NA,13.5,3,9,NA
"exp3",35,7,1,8,13.5,3,9.88,2
"exp3",35,7,2,2,13.5,3.66,9.88,1
"exp3",35,7,3,0,13.5,3.66,9.88,0
"exp3",35,8,0,NA,15,5,8,NA
"exp3",35,8,1,8,15,5,9,2
"exp3",35,8,2,4,15,5.8,9,1
"exp3",35,8,3,8,15,5.8,9.88,2
"exp3",36,1,0,NA,11,2,8,NA
"exp3",36,1,1,2,11,3,8,1
"exp3",36,1,2,2,11,3.66,8,1
"exp3",36,1,3,2,11,4.2,8,1
"exp3",36,2,0,NA,12,3,8,NA
"exp3",36,2,1,2,12,3.66,8,1
"exp3",36,2,2,2,12,4.2,8,1
"exp3",36,2,3,0,12,4.2,8,0
"exp3",36,3,0,NA,13,3,9,NA
"exp3",36,3,1,2,13,3.66,9,1
"exp3",36,3,2,2,13,4.2,9,1
"exp3",36,3,3,4,13,5.15,9,1
"exp3",36,4,0,NA,13.5,5,8,NA
"exp3",36,4,1,4,13.5,5.8,8,1
"exp3",36,4,2,4,13.5,6.48,8,1
"exp3",36,4,3,6,13.5,7.4,8,1
"exp3",36,5,0,NA,12,2,8,NA
"exp3",36,5,1,2,12,3,8,1
"exp3",36,5,2,2,12,3.66,8,1
"exp3",36,5,3,2,12,4.2,8,1
"exp3",36,6,0,NA,12.5,3,8,NA
"exp3",36,6,1,2,12.5,3.66,8,1
"exp3",36,6,2,2,12.5,4.2,8,1
"exp3",36,6,3,4,12.5,5.15,8,1
"exp3",36,7,0,NA,13.5,3,9,NA
"exp3",36,7,1,2,13.5,3.66,9,1
"exp3",36,7,2,2,13.5,4.2,9,1
"exp3",36,7,3,4,13.5,5.15,9,1
"exp3",36,8,0,NA,15,5,8,NA
"exp3",36,8,1,4,15,5.8,8,1
"exp3",36,8,2,4,15,6.48,8,1
"exp3",36,8,3,6,15,7.4,8,1
"exp3",37,1,0,NA,11,2,8,NA
"exp3",37,1,1,2,11,3,8,1
"exp3",37,1,2,0,11,3,8,0
"exp3",37,1,3,0,11,3,8,0
"exp3",37,2,0,NA,12,3,8,NA
"exp3",37,2,1,8,12,3,9,2
"exp3",37,2,2,0,12,3,9,0
"exp3",37,2,3,0,12,3,9,0
"exp3",37,3,0,NA,13,3,9,NA
"exp3",37,3,1,2,13,3.66,9,1
"exp3",37,3,2,2,13,4.2,9,1
"exp3",37,3,3,0,13,4.2,9,0
"exp3",37,4,0,NA,13.5,5,8,NA
"exp3",37,4,1,4,13.5,5.8,8,1
"exp3",37,4,2,0,13.5,5.8,8,0
"exp3",37,4,3,0,13.5,5.8,8,0
"exp3",37,5,0,NA,12,2,8,NA
"exp3",37,5,1,4,12,2,8.5,2
"exp3",37,5,2,6,12,2,9.2,2
"exp3",37,5,3,2,12,3,9.2,1
"exp3",37,6,0,NA,12.5,3,8,NA
"exp3",37,6,1,8,12.5,3,9,2
"exp3",37,6,2,2,12.5,3.66,9,1
"exp3",37,6,3,0,12.5,3.66,9,0
"exp3",37,7,0,NA,13.5,3,9,NA
"exp3",37,7,1,2,13.5,3.66,9,1
"exp3",37,7,2,2,13.5,4.2,9,1
"exp3",37,7,3,4,13.5,5.15,9,1
"exp3",37,8,0,NA,15,5,8,NA
"exp3",37,8,1,4,15,5,8.5,2
"exp3",37,8,2,4,15,5.8,8.5,1
"exp3",37,8,3,8,15,5.8,9.44,2
"exp3",38,1,0,NA,11,2,8,NA
"exp3",38,1,1,2,11,3,8,1
"exp3",38,1,2,8,11,3,9,2
"exp3",38,1,3,0,11,3,9,0
"exp3",38,2,0,NA,12,3,8,NA
