"expIndex","subject","scenario","round","pset_selected","target","weak_math","strong_math","agent_selected"
"exp3",38,2,1,4,12,3,8,1
"exp3",38,2,2,8,12,3,9,2
"exp3",38,2,3,0,12,3,9,0
"exp3",38,3,0,NA,13,3,9,NA
"exp3",38,3,1,2,13,3.66,9,1
"exp3",38,3,2,2,13,4.2,9,1
"exp3",38,3,3,0,13,4.2,9,0
"exp3",38,4,0,NA,13.5,5,8,NA
"exp3",38,4,1,4,13.5,5,8.5,2
"exp3",38,4,2,0,13.5,5,8.5,0
"exp3",38,4,3,0,13.5,5,8.5,0
"exp3",38,5,0,NA,12,2,8,NA
"exp3",38,5,1,2,12,3,8,1
"exp3",38,5,2,2,12,3.66,8,1
"exp3",38,5,3,6,12,3.66,8.75,2
"exp3",38,6,0,NA,12.5,3,8,NA
"exp3",38,6,1,8,12.5,3,9,2
"exp3",38,6,2,2,12.5,3,9.22,2
"exp3",38,6,3,2,12.5,3,9.43,2
"exp3",38,7,0,NA,13.5,3,9,NA
"exp3",38,7,1,8,13.5,3,9.88,2
"exp3",38,7,2,8,13.5,3,10.68,2
"exp3",38,7,3,0,13.5,3,10.68,0
"exp3",38,8,0,NA,15,5,8,NA
"exp3",38,8,1,8,15,5,9,2
"exp3",38,8,2,8,15,5,9.88,2
"exp3",38,8,3,8,15,5,10.68,2
"exp3",39,1,0,NA,11,2,8,NA
"exp3",39,1,1,2,11,3,8,1
"exp3",39,1,2,8,11,3,9,2
"exp3",39,1,3,8,11,3,9.88,2
"exp3",39,2,0,NA,12,3,8,NA
"exp3",39,2,1,8,12,3,9,2
"exp3",39,2,2,0,12,3,9,0
"exp3",39,2,3,0,12,3,9,0
"exp3",39,3,0,NA,13,3,9,NA
"exp3",39,3,1,2,13,3.66,9,1
"exp3",39,3,2,4,13,3.66,9,1
"exp3",39,3,3,2,13,4.2,9,1
"exp3",39,4,0,NA,13.5,5,8,NA
"exp3",39,4,1,8,13.5,5,9,2
"exp3",39,4,2,4,13.5,5.8,9,1
"exp3",39,4,3,4,13.5,6.48,9,1
"exp3",39,5,0,NA,12,2,8,NA
"exp3",39,5,1,2,12,3,8,1
"exp3",39,5,2,8,12,3,9,2
"exp3",39,5,3,2,12,3.66,9,1
"exp3",39,6,0,NA,12.5,3,8,NA
"exp3",39,6,1,8,12.5,3,9,2
"exp3",39,6,2,2,12.5,3.66,9,1
"exp3",39,6,3,2,12.5,4.2,9,1
"exp3",39,7,0,NA,13.5,3,9,NA
"exp3",39,7,1,8,13.5,3,9.88,2
"exp3",39,7,2,2,13.5,3.66,9.88,1
"exp3",39,7,3,0,13.5,3.66,9.88,0
"exp3",39,8,0,NA,15,5,8,NA
"exp3",39,8,1,4,15,5.8,8,1
"exp3",39,8,2,4,15,6.48,8,1
"exp3",39,8,3,8,15,6.48,9,2
"exp3",40,1,0,NA,11,2,8,NA
"exp3",40,1,1,2,11,3,8,1
"exp3",40,1,2,0,11,3,8,0
"exp3",40,1,3,0,11,3,8,0
"exp3",40,2,0,NA,12,3,8,NA
"exp3",40,2,1,8,12,3,9,2
"exp3",40,2,2,0,12,3,9,0
"exp3",40,2,3,0,12,3,9,0
"exp3",40,3,0,NA,13,3,9,NA
"exp3",40,3,1,2,13,3.66,9,1
"exp3",40,3,2,2,13,4.2,9,1
"exp3",40,3,3,0,13,4.2,9,0
"exp3",40,4,0,NA,13.5,5,8,NA
"exp3",40,4,1,4,13.5,5.8,8,1
"exp3",40,4,2,0,13.5,5.8,8,0
"exp3",40,4,3,0,13.5,5.8,8,0
"exp3",40,5,0,NA,12,2,8,NA
"exp3",40,5,1,2,12,3,8,1
"exp3",40,5,2,2,12,3.66,8,1
"exp3",40,5,3,2,12,4.2,8,1
"exp3",40,6,0,NA,12.5,3,8,NA
"exp3",40,6,1,2,12.5,3.66,8,1
"exp3",40,6,2,2,12.5,4.2,8,1
"exp3",40,6,3,2,12.5,4.67,8,1
"exp3",40,7,0,NA,13.5,3,9,NA
"exp3",40,7,1,2,13.5,3.66,9,1
"exp3",40,7,2,2,13.5,4.2,9,1
"exp3",40,7,3,2,13.5,4.67,9,1
"exp3",40,8,0,NA,15,5,8,NA
"exp3",40,8,1,8,15,5,9,2
"exp3",40,8,2,2,15,5,9.22,2
"exp3",40,8,3,4,15,5.8,9.22,1
"exp3",41,1,0,NA,11,2,8,NA
"exp3",41,1,1,2,11,3,8,1
"exp3",41,1,2,0,11,3,8,0
"exp3",41,1,3,0,11,3,8,0
"exp3",41,2,0,NA,12,3,8,NA
"exp3",41,2,1,2,12,3.66,8,1
"exp3",41,2,2,2,12,4.2,8,1
"exp3",41,2,3,0,12,4.2,8,0
"exp3",41,3,0,NA,13,3,9,NA
"exp3",41,3,1,2,13,3.66,9,1
"exp3",41,3,2,2,13,4.2,9,1
"exp3",41,3,3,0,13,4.2,9,0
"exp3",41,4,0,NA,13.5,5,8,NA
"exp3",41,4,1,4,13.5,5.8,8,1
"exp3",41,4,2,0,13.5,5.8,8,0
"exp3",41,4,3,0,13.5,5.8,8,0
"exp3",41,5,0,NA,12,2,8,NA
"exp3",41,5,1,2,12,3,8,1
"exp3",41,5,2,2,12,3.66,8,1
"exp3",41,5,3,2,12,4.2,8,1
"exp3",41,6,0,NA,12.5,3,8,NA
"exp3",41,6,1,2,12.5,3.66,8,1
"exp3",41,6,2,2,12.5,4.2,8,1
"exp3",41,6,3,2,12.5,4.67,8,1
"exp3",41,7,0,NA,13.5,3,9,NA
"exp3",41,7,1,8,13.5,3,9.88,2
"exp3",41,7,2,8,13.5,3,10.68,2
"exp3",41,7,3,0,13.5,3,10.68,0
"exp3",41,8,0,NA,15,5,8,NA
"exp3",41,8,1,4,15,5.8,8,1
"exp3",41,8,2,4,15,6.48,8,1
"exp3",41,8,3,6,15,7.4,8,1
"exp3",42,1,0,NA,11,2,8,NA
"exp3",42,1,1,8,11,2,9,2
"exp3",42,1,2,0,11,2,9,0
"exp3",42,1,3,0,11,2,9,0
"exp3",42,2,0,NA,12,3,8,NA
"exp3",42,2,1,2,12,3.66,8,1
"exp3",42,2,2,2,12,4.2,8,1
"exp3",42,2,3,0,12,4.2,8,0
"exp3",42,3,0,NA,13,3,9,NA
"exp3",42,3,1,2,13,3.66,9,1
"exp3",42,3,2,4,13,3.66,9.44,2
"exp3",42,3,3,0,13,3.66,9.44,0
"exp3",42,4,0,NA,13.5,5,8,NA
"exp3",42,4,1,2,13.5,5.4,8,1
"exp3",42,4,2,2,13.5,5.77,8,1
"exp3",42,4,3,0,13.5,5.77,8,0
"exp3",42,5,0,NA,12,2,8,NA
"exp3",42,5,1,2,12,3,8,1
"exp3",42,5,2,4,12,3,8.5,2
"exp3",42,5,3,2,12,3.66,8.5,1
"exp3",42,6,0,NA,12.5,3,8,NA
"exp3",42,6,1,2,12.5,3.66,8,1
"exp3",42,6,2,4,12.5,3.66,8.5,2
"exp3",42,6,3,4,12.5,3.66,8.97,2
"exp3",42,7,0,NA,13.5,3,9,NA
"exp3",42,7,1,2,13.5,3.66,9,1
"exp3",42,7,2,2,13.5,4.2,9,1
"exp3",42,7,3,2,13.5,4.67,9,1
"exp3",42,8,0,NA,15,5,8,NA
"exp3",42,8,1,4,15,5.8,8,1
"exp3",42,8,2,4,15,6.48,8,1
"exp3",42,8,3,4,15,7.09,8,1
"exp3",43,1,0,NA,11,2,8,NA
"exp3",43,1,1,2,11,3,8,1
"exp3",43,1,2,2,11,3.66,8,1
"exp3",43,1,3,0,11,3.66,8,0
"exp3",43,2,0,NA,12,3,8,NA
"exp3",43,2,1,2,12,3.66,8,1
"exp3",43,2,2,2,12,4.2,8,1
"exp3",43,2,3,0,12,4.2,8,0
"exp3",43,3,0,NA,13,3,9,NA
"exp3",43,3,1,2,13,3.66,9,1
"exp3",43,3,2,2,13,4.2,9,1
"exp3",43,3,3,0,13,4.2,9,0
"exp3",43,4,0,NA,13.5,5,8,NA
"exp3",43,4,1,4,13.5,5.8,8,1
"exp3",43,4,2,0,13.5,5.8,8,0
"exp3",43,4,3,0,13.5,5.8,8,0
"exp3",43,5,0,NA,12,2,8,NA
"exp3",43,5,1,2,12,3,8,1
"exp3",43,5,2,2,12,3.66,8,1
"exp3",43,5,3,4,12,3.66,8,1
"exp3",43,6,0,NA,12.5,3,8,NA
"exp3",43,6,1,6,12.5,3,8.75,2
"exp3",43,6,2,8,12.5,3,9.66,2
"exp3",43,6,3,0,12.5,3,9.66,0
"exp3",43,7,0,NA,13.5,3,9,NA
"exp3",43,7,1,2,13.5,3.66,9,1
"exp3",43,7,2,2,13.5,4.2,9,1
"exp3",43,7,3,2,13.5,4.67,9,1
"exp3",43,8,0,NA,15,5,8,NA
"exp3",43,8,1,4,15,5,8.5,2
"exp3",43,8,2,4,15,5.8,8.5,1
"exp3",43,8,3,4,15,6.48,8.5,1
"exp3",44,1,0,NA,11,2,8,NA
"exp3",44,1,1,6,11,2,8.75,2
"exp3",44,1,2,6,11,2,9.43,2
"exp3",44,1,3,8,11,2,10.27,2
"exp3",44,2,0,NA,12,3,8,NA
"exp3",44,2,1,2,12,3.66,8,1
"exp3",44,2,2,6,12,3.66,8.75,2
"exp3",44,2,3,6,12,3.66,9.43,2
"exp3",44,3,0,NA,13,3,9,NA
"exp3",44,3,1,8,13,3,9.88,2
"exp3",44,3,2,8,13,3,10.68,2
"exp3",44,3,3,8,13,3,11.42,2
"exp3",44,4,0,NA,13.5,5,8,NA
"exp3",44,4,1,4,13.5,5,8.5,2
"exp3",44,4,2,4,13.5,5.8,8.5,1
"exp3",44,4,3,4,13.5,5.8,8.97,2
"exp3",44,5,0,NA,12,2,8,NA
"exp3",44,5,1,6,12,2,8.75,2
"exp3",44,5,2,4,12,2,9.2,2
"exp3",44,5,3,4,12,2,9.63,2
"exp3",44,6,0,NA,12.5,3,8,NA
"exp3",44,6,1,6,12.5,3,8.75,2
"exp3",44,6,2,6,12.5,3,9.43,2
"exp3",44,6,3,8,12.5,3,10.27,2
"exp3",44,7,0,NA,13.5,3,9,NA
"exp3",44,7,1,4,13.5,3,9,1
"exp3",44,7,2,2,13.5,3.66,9,1
"exp3",44,7,3,6,13.5,3.66,9.66,2
"exp3",44,8,0,NA,15,5,8,NA
"exp3",44,8,1,6,15,5,8.75,2
"exp3",44,8,2,6,15,5,9.43,2
"exp3",44,8,3,8,15,5,10.27,2
"exp3",45,1,0,NA,11,2,8,NA
"exp3",45,1,1,2,11,3,8,1
"exp3",45,1,2,0,11,3,8,0
"exp3",45,1,3,0,11,3,8,0
"exp3",45,2,0,NA,12,3,8,NA
"exp3",45,2,1,8,12,3,9,2
"exp3",45,2,2,0,12,3,9,0
"exp3",45,2,3,0,12,3,9,0
"exp3",45,3,0,NA,13,3,9,NA
"exp3",45,3,1,2,13,3.66,9,1
"exp3",45,3,2,2,13,4.2,9,1
"exp3",45,3,3,0,13,4.2,9,0
"exp3",45,4,0,NA,13.5,5,8,NA
"exp3",45,4,1,2,13.5,5.4,8,1
"exp3",45,4,2,2,13.5,5.77,8,1
"exp3",45,4,3,0,13.5,5.77,8,0
"exp3",45,5,0,NA,12,2,8,NA
"exp3",45,5,1,2,12,3,8,1
"exp3",45,5,2,2,12,3.66,8,1
"exp3",45,5,3,2,12,4.2,8,1
"exp3",45,6,0,NA,12.5,3,8,NA
"exp3",45,6,1,2,12.5,3.66,8,1
"exp3",45,6,2,2,12.5,4.2,8,1
"exp3",45,6,3,2,12.5,4.67,8,1
"exp3",45,7,0,NA,13.5,3,9,NA
"exp3",45,7,1,2,13.5,3.66,9,1
"exp3",45,7,2,2,13.5,4.2,9,1
"exp3",45,7,3,2,13.5,4.67,9,1
"exp3",45,8,0,NA,15,5,8,NA
"exp3",45,8,1,4,15,5.8,8,1
"exp3",45,8,2,8,15,5.8,9,2
"exp3",45,8,3,4,15,6.48,9,1
"exp3",46,1,0,NA,11,2,8,NA
"exp3",46,1,1,2,11,3,8,1
"exp3",46,1,2,0,11,3,8,0
"exp3",46,1,3,0,11,3,8,0
"exp3",46,2,0,NA,12,3,8,NA
"exp3",46,2,1,2,12,3.66,8,1
"exp3",46,2,2,2,12,4.2,8,1
"exp3",46,2,3,0,12,4.2,8,0
"exp3",46,3,0,NA,13,3,9,NA
"exp3",46,3,1,8,13,3,9.88,2
"exp3",46,3,2,2,13,3.66,9.88,1
"exp3",46,3,3,2,13,4.2,9.88,1
"exp3",46,4,0,NA,13.5,5,8,NA
"exp3",46,4,1,8,13.5,5,9,2
"exp3",46,4,2,8,13.5,5,9.88,2
"exp3",46,4,3,4,13.5,5.8,9.88,1
"exp3",46,5,0,NA,12,2,8,NA
"exp3",46,5,1,8,12,2,9,2
"exp3",46,5,2,2,12,3,9,1
"exp3",46,5,3,8,12,3,9.88,2
"exp3",46,6,0,NA,12.5,3,8,NA
"exp3",46,6,1,2,12.5,3.66,8,1
"exp3",46,6,2,4,12.5,3.66,8,1
"exp3",46,6,3,2,12.5,4.2,8,1
"exp3",46,7,0,NA,13.5,3,9,NA
"exp3",46,7,1,4,13.5,3,9,1
"exp3",46,7,2,2,13.5,3.66,9,1
"exp3",46,7,3,2,13.5,4.2,9,1
"exp3",46,8,0,NA,15,5,8,NA
"exp3",46,8,1,8,15,5,9,2
"exp3",46,8,2,4,15,5.8,9,1
"exp3",46,8,3,4,15,6.48,9,1
"exp3",47,1,0,NA,11,2,8,NA
"exp3",47,1,1,2,11,3,8,1
"exp3",47,1,2,0,11,3,8,0
"exp3",47,1,3,0,11,3,8,0
"exp3",47,2,0,NA,12,3,8,NA
"exp3",47,2,1,8,12,3,9,2
"exp3",47,2,2,0,12,3,9,0
"exp3",47,2,3,0,12,3,9,0
"exp3",47,3,0,NA,13,3,9,NA
"exp3",47,3,1,8,13,3,9.88,2
"exp3",47,3,2,2,13,3.66,9.88,1
"exp3",47,3,3,0,13,3.66,9.88,0
"exp3",47,4,0,NA,13.5,5,8,NA
"exp3",47,4,1,8,13.5,5,9,2
"exp3",47,4,2,0,13.5,5,9,0
"exp3",47,4,3,0,13.5,5,9,0
"exp3",47,5,0,NA,12,2,8,NA
"exp3",47,5,1,8,12,2,8,1
"exp3",47,5,2,8,12,2,9,2
"exp3",47,5,3,8,12,2,9.88,2
"exp3",47,6,0,NA,12.5,3,8,NA
"exp3",47,6,1,8,12.5,3,9,2
"exp3",47,6,2,8,12.5,3,9.88,2
"exp3",47,6,3,0,12.5,3,9.88,0
"exp3",47,7,0,NA,13.5,3,9,NA
"exp3",47,7,1,4,13.5,3,9,1
"exp3",47,7,2,2,13.5,3.66,9,1
"exp3",47,7,3,2,13.5,4.2,9,1
"exp3",47,8,0,NA,15,5,8,NA
"exp3",47,8,1,8,15,5,9,2
"exp3",47,8,2,8,15,5,9.88,2
"exp3",47,8,3,2,15,5.4,9.88,1
"exp3",48,1,0,NA,11,2,8,NA
"exp3",48,1,1,2,11,3,8,1
"exp3",48,1,2,0,11,3,8,0
"exp3",48,1,3,0,11,3,8,0
"exp3",48,2,0,NA,12,3,8,NA
"exp3",48,2,1,2,12,3.66,8,1
"exp3",48,2,2,2,12,4.2,8,1
"exp3",48,2,3,0,12,4.2,8,0
"exp3",48,3,0,NA,13,3,9,NA
"exp3",48,3,1,2,13,3.66,9,1
"exp3",48,3,2,2,13,4.2,9,1
"exp3",48,3,3,0,13,4.2,9,0
"exp3",48,4,0,NA,13.5,5,8,NA
"exp3",48,4,1,4,13.5,5.8,8,1
"exp3",48,4,2,0,13.5,5.8,8,0
"exp3",48,4,3,0,13.5,5.8,8,0
"exp3",48,5,0,NA,12,2,8,NA
"exp3",48,5,1,2,12,3,8,1
"exp3",48,5,2,2,12,3.66,8,1
"exp3",48,5,3,2,12,4.2,8,1
"exp3",48,6,0,NA,12.5,3,8,NA
"exp3",48,6,1,2,12.5,3.66,8,1
"exp3",48,6,2,8,12.5,3.66,9,2
"exp3",48,6,3,0,12.5,3.66,9,0
"exp3",48,7,0,NA,13.5,3,9,NA
"exp3",48,7,1,2,13.5,3.66,9,1
"exp3",48,7,2,2,13.5,4.2,9,1
"exp3",48,7,3,2,13.5,4.67,9,1
"exp3",48,8,0,NA,15,5,8,NA
"exp3",48,8,1,4,15,5.8,8,1
"exp3",48,8,2,4,15,6.48,8,1
"exp3",48,8,3,6,15,7.4,8,1
"exp3",49,1,0,NA,11,2,8,NA
"exp3",49,1,1,2,11,2,8.25,2
"exp3",49,1,2,4,11,2,8.73,2
"exp3",49,1,3,6,11,2,9.41,2
"exp3",49,2,0,NA,12,3,8,NA
"exp3",49,2,1,2,12,3.66,8,1
"exp3",49,2,2,2,12,4.2,8,1
"exp3",49,2,3,0,12,4.2,8,0
"exp3",49,3,0,NA,13,3,9,NA
"exp3",49,3,1,2,13,3.66,9,1
"exp3",49,3,2,2,13,3.66,9.22,2
"exp3",49,3,3,2,13,4.2,9.22,1
"exp3",49,4,0,NA,13.5,5,8,NA
"exp3",49,4,1,2,13.5,5.4,8,1
"exp3",49,4,2,2,13.5,5.77,8,1
"exp3",49,4,3,0,13.5,5.77,8,0
"exp3",49,5,0,NA,12,2,8,NA
"exp3",49,5,1,8,12,2,9,2
"exp3",49,5,2,8,12,2,9.88,2
"exp3",49,5,3,8,12,2,10.68,2
"exp3",49,6,0,NA,12.5,3,8,NA
"exp3",49,6,1,2,12.5,3.66,8,1
"exp3",49,6,2,2,12.5,4.2,8,1
"exp3",49,6,3,2,12.5,4.67,8,1
"exp3",49,7,0,NA,13.5,3,9,NA
"exp3",49,7,1,6,13.5,3,9.66,2
"exp3",49,7,2,6,13.5,3,10.28,2
"exp3",49,7,3,4,13.5,3,10.66,2
"exp3",49,8,0,NA,15,5,8,NA
"exp3",49,8,1,0,15,5,8,0
"exp3",49,8,2,2,15,5.4,8,1
"exp3",49,8,3,2,15,5.77,8,1
"exp3",50,1,0,NA,11,2,8,NA
"exp3",50,1,1,8,11,2,9,2
"exp3",50,1,2,0,11,2,9,0
"exp3",50,1,3,0,11,2,9,0
"exp3",50,2,0,NA,12,3,8,NA
"exp3",50,2,1,8,12,3,9,2
"exp3",50,2,2,0,12,3,9,0
"exp3",50,2,3,0,12,3,9,0
"exp3",50,3,0,NA,13,3,9,NA
"exp3",50,3,1,2,13,3.66,9,1
"exp3",50,3,2,8,13,3.66,9.88,2
"exp3",50,3,3,0,13,3.66,9.88,0
"exp3",50,4,0,NA,13.5,5,8,NA
"exp3",50,4,1,8,13.5,5,9,2
"exp3",50,4,2,0,13.5,5,9,0
"exp3",50,4,3,0,13.5,5,9,0
"exp3",50,5,0,NA,12,2,8,NA
"exp3",50,5,1,2,12,3,8,1
"exp3",50,5,2,8,12,3,9,2
"exp3",50,5,3,0,12,3,9,0
"exp3",50,6,0,NA,12.5,3,8,NA
"exp3",50,6,1,8,12.5,3,9,2
"exp3",50,6,2,2,12.5,3.66,9,1
"exp3",50,6,3,0,12.5,3.66,9,0
"exp3",50,7,0,NA,13.5,3,9,NA
"exp3",50,7,1,2,13.5,3.66,9,1
"exp3",50,7,2,8,13.5,3.66,9.88,2
"exp3",50,7,3,0,13.5,3.66,9.88,0
"exp3",50,8,0,NA,15,5,8,NA
"exp3",50,8,1,8,15,5,9,2
"exp3",50,8,2,4,15,5.8,9,1
"exp3",50,8,3,8,15,5.8,9.88,2
"exp3",51,1,0,NA,11,2,8,NA
"exp3",51,1,1,2,11,3,8,1
"exp3",51,1,2,0,11,3,8,0
"exp3",51,1,3,0,11,3,8,0
"exp3",51,2,0,NA,12,3,8,NA
"exp3",51,2,1,8,12,3,9,2
"exp3",51,2,2,0,12,3,9,0
"exp3",51,2,3,0,12,3,9,0
"exp3",51,3,0,NA,13,3,9,NA
"exp3",51,3,1,2,13,3.66,9,1
"exp3",51,3,2,2,13,4.2,9,1
"exp3",51,3,3,0,13,4.2,9,0
"exp3",51,4,0,NA,13.5,5,8,NA
"exp3",51,4,1,4,13.5,5,8.5,2
"exp3",51,4,2,0,13.5,5,8.5,0
"exp3",51,4,3,0,13.5,5,8.5,0
"exp3",51,5,0,NA,12,2,8,NA
"exp3",51,5,1,2,12,3,8,1
"exp3",51,5,2,2,12,3.66,8,1
"exp3",51,5,3,2,12,4.2,8,1
"exp3",51,6,0,NA,12.5,3,8,NA
"exp3",51,6,1,4,12.5,3,8.5,2
"exp3",51,6,2,2,12.5,3.66,8.5,1
"exp3",51,6,3,2,12.5,4.2,8.5,1
"exp3",51,7,0,NA,13.5,3,9,NA
"exp3",51,7,1,2,13.5,3.66,9,1
"exp3",51,7,2,2,13.5,4.2,9,1
"exp3",51,7,3,2,13.5,4.67,9,1
"exp3",51,8,0,NA,15,5,8,NA
"exp3",51,8,1,8,15,5,9,2
"exp3",51,8,2,8,15,5,9.88,2
"exp3",51,8,3,2,15,5.4,9.88,1
"exp3",52,1,0,NA,11,2,8,NA
"exp3",52,1,1,8,11,2,9,2
"exp3",52,1,2,0,11,2,9,0
"exp3",52,1,3,0,11,2,9,0
"exp3",52,2,0,NA,12,3,8,NA
"exp3",52,2,1,8,12,3,9,2
"exp3",52,2,2,0,12,3,9,0
"exp3",52,2,3,0,12,3,9,0
"exp3",52,3,0,NA,13,3,9,NA
"exp3",52,3,1,8,13,3,9.88,2
"exp3",52,3,2,4,13,3,10.28,2
"exp3",52,3,3,0,13,3,10.28,0
"exp3",52,4,0,NA,13.5,5,8,NA
"exp3",52,4,1,4,13.5,5.8,8,1
"exp3",52,4,2,0,13.5,5.8,8,0
"exp3",52,4,3,0,13.5,5.8,8,0
"exp3",52,5,0,NA,12,2,8,NA
"exp3",52,5,1,2,12,3,8,1
"exp3",52,5,2,2,12,3.66,8,1
"exp3",52,5,3,2,12,4.2,8,1
"exp3",52,6,0,NA,12.5,3,8,NA
"exp3",52,6,1,8,12.5,3,9,2
"exp3",52,6,2,2,12.5,3.66,9,1
"exp3",52,6,3,0,12.5,3.66,9,0
"exp3",52,7,0,NA,13.5,3,9,NA
"exp3",52,7,1,2,13.5,3.66,9,1
"exp3",52,7,2,8,13.5,3.66,9.88,2
"exp3",52,7,3,2,13.5,4.2,9.88,1
"exp3",52,8,0,NA,15,5,8,NA
"exp3",52,8,1,4,15,5.8,8,1
"exp3",52,8,2,8,15,5.8,9,2
"exp3",52,8,3,2,15,6.14,9,1
"exp3",53,1,0,NA,11,2,8,NA
"exp3",53,1,1,2,11,3,8,1
"exp3",53,1,2,0,11,3,8,0
"exp3",53,1,3,0,11,3,8,0
"exp3",53,2,0,NA,12,3,8,NA
"exp3",53,2,1,4,12,3,8.5,2
"exp3",53,2,2,2,12,3.66,8.5,1
"exp3",53,2,3,0,12,3.66,8.5,0
"exp3",53,3,0,NA,13,3,9,NA
"exp3",53,3,1,2,13,3.66,9,1
"exp3",53,3,2,2,13,4.2,9,1
"exp3",53,3,3,0,13,4.2,9,0
"exp3",53,4,0,NA,13.5,5,8,NA
"exp3",53,4,1,4,13.5,5,8.5,2
"exp3",53,4,2,0,13.5,5,8.5,0
"exp3",53,4,3,0,13.5,5,8.5,0
"exp3",53,5,0,NA,12,2,8,NA
"exp3",53,5,1,2,12,3,8,1
"exp3",53,5,2,2,12,3.66,8,1
"exp3",53,5,3,2,12,4.2,8,1
"exp3",53,6,0,NA,12.5,3,8,NA
"exp3",53,6,1,8,12.5,3,9,2
"exp3",53,6,2,2,12.5,3.66,9,1
"exp3",53,6,3,0,12.5,3.66,9,0
"exp3",53,7,0,NA,13.5,3,9,NA
"exp3",53,7,1,2,13.5,3.66,9,1
"exp3",53,7,2,8,13.5,3.66,9.88,2
"exp3",53,7,3,0,13.5,3.66,9.88,0
"exp3",53,8,0,NA,15,5,8,NA
"exp3",53,8,1,4,15,5.8,8,1
"exp3",53,8,2,4,15,6.48,8,1
"exp3",53,8,3,4,15,7.09,8,1
"exp3",54,1,0,NA,11,2,8,NA
"exp3",54,1,1,2,11,3,8,1
"exp3",54,1,2,0,11,3,8,0
"exp3",54,1,3,0,11,3,8,0
"exp3",54,2,0,NA,12,3,8,NA
"exp3",54,2,1,2,12,3.66,8,1
"exp3",54,2,2,2,12,4.2,8,1
"exp3",54,2,3,0,12,4.2,8,0
"exp3",54,3,0,NA,13,3,9,NA
"exp3",54,3,1,2,13,3.66,9,1
"exp3",54,3,2,2,13,4.2,9,1
"exp3",54,3,3,0,13,4.2,9,0
"exp3",54,4,0,NA,13.5,5,8,NA
"exp3",54,4,1,4,13.5,5.8,8,1
"exp3",54,4,2,0,13.5,5.8,8,0
"exp3",54,4,3,0,13.5,5.8,8,0
"exp3",54,5,0,NA,12,2,8,NA
"exp3",54,5,1,2,12,3,8,1
"exp3",54,5,2,2,12,3.66,8,1
"exp3",54,5,3,2,12,4.2,8,1
"exp3",54,6,0,NA,12.5,3,8,NA
"exp3",54,6,1,2,12.5,3.66,8,1
"exp3",54,6,2,2,12.5,4.2,8,1
"exp3",54,6,3,2,12.5,4.67,8,1
"exp3",54,7,0,NA,13.5,3,9,NA
"exp3",54,7,1,2,13.5,3.66,9,1
"exp3",54,7,2,2,13.5,4.2,9,1
"exp3",54,7,3,2,13.5,4.67,9,1
"exp3",54,8,0,NA,15,5,8,NA
"exp3",54,8,1,4,15,5.8,8,1
"exp3",54,8,2,4,15,6.48,8,1
"exp3",54,8,3,4,15,7.09,8,1
"exp3",55,1,0,NA,11,2,8,NA
"exp3",55,1,1,2,11,3,8,1
"exp3",55,1,2,8,11,3,9,2
"exp3",55,1,3,0,11,3,9,0
"exp3",55,2,0,NA,12,3,8,NA
"exp3",55,2,1,8,12,3,9,2
"exp3",55,2,2,0,12,3,9,0
"exp3",55,2,3,0,12,3,9,0
"exp3",55,3,0,NA,13,3,9,NA
"exp3",55,3,1,2,13,3.66,9,1
"exp3",55,3,2,2,13,4.2,9,1
"exp3",55,3,3,0,13,4.2,9,0
"exp3",55,4,0,NA,13.5,5,8,NA
"exp3",55,4,1,8,13.5,5,9,2
"exp3",55,4,2,0,13.5,5,9,0
"exp3",55,4,3,0,13.5,5,9,0
"exp3",55,5,0,NA,12,2,8,NA
"exp3",55,5,1,0,12,2,8,0
"exp3",55,5,2,0,12,2,8,0
"exp3",55,5,3,0,12,2,8,0
"exp3",55,6,0,NA,12.5,3,8,NA
"exp3",55,6,1,8,12.5,3,9,2
"exp3",55,6,2,2,12.5,3.66,9,1
"exp3",55,6,3,2,12.5,4.2,9,1
"exp3",55,7,0,NA,13.5,3,9,NA
"exp3",55,7,1,2,13.5,3.66,9,1
"exp3",55,7,2,2,13.5,4.2,9,1
"exp3",55,7,3,0,13.5,4.2,9,0
"exp3",55,8,0,NA,15,5,8,NA
"exp3",55,8,1,8,15,5,9,2
"exp3",55,8,2,8,15,5,9.88,2
"exp3",55,8,3,8,15,5,10.68,2
"exp3",56,1,0,NA,11,2,8,NA
"exp3",56,1,1,2,11,2,8.25,2
"exp3",56,1,2,2,11,3,8.25,1
"exp3",56,1,3,0,11,3,8.25,0
"exp3",56,2,0,NA,12,3,8,NA
"exp3",56,2,1,2,12,3,8.25,2
"exp3",56,2,2,2,12,3.66,8.25,1
"exp3",56,2,3,2,12,4.2,8.25,1
"exp3",56,3,0,NA,13,3,9,NA
"exp3",56,3,1,2,13,3.66,9,1
"exp3",56,3,2,2,13,4.2,9,1
"exp3",56,3,3,0,13,4.2,9,0
"exp3",56,4,0,NA,13.5,5,8,NA
"exp3",56,4,1,2,13.5,5.4,8,1
"exp3",56,4,2,2,13.5,5.77,8,1
"exp3",56,4,3,0,13.5,5.77,8,0
"exp3",56,5,0,NA,12,2,8,NA
"exp3",56,5,1,2,12,3,8,1
"exp3",56,5,2,2,12,3.66,8,1
"exp3",56,5,3,2,12,4.2,8,1
"exp3",56,6,0,NA,12.5,3,8,NA
"exp3",56,6,1,2,12.5,3.66,8,1
"exp3",56,6,2,2,12.5,3.66,8.25,2
