"expIndex","subject","scenario","round","weight_selected","target","weak_strength","strong_strength","agent_selected"
"exp1",38,2,0,NA,12,3,8,NA
"exp1",38,2,1,2,12,3.66,8,1
"exp1",38,2,2,2,12,4.2,8,1
"exp1",38,2,3,0,12,4.2,8,0
"exp1",38,3,0,NA,13,3,9,NA
"exp1",38,3,1,2,13,3.66,9,1
"exp1",38,3,2,2,13,4.2,9,1
"exp1",38,3,3,0,13,4.2,9,0
"exp1",38,4,0,NA,13.5,5,8,NA
"exp1",38,4,1,8,13.5,5,9,2
"exp1",38,4,2,0,13.5,5,9,0
"exp1",38,4,3,0,13.5,5,9,0
"exp1",39,1,0,NA,11,2,8,NA
"exp1",39,1,1,2,11,3,8,1
"exp1",39,1,2,0,11,3,8,0
"exp1",39,1,3,0,11,3,8,0
"exp1",39,2,0,NA,12,3,8,NA
"exp1",39,2,1,2,12,3.66,8,1
"exp1",39,2,2,2,12,4.2,8,1
"exp1",39,2,3,0,12,4.2,8,0
"exp1",39,3,0,NA,13,3,9,NA
"exp1",39,3,1,2,13,3.66,9,1
"exp1",39,3,2,2,13,4.2,9,1
"exp1",39,3,3,0,13,4.2,9,0
"exp1",39,4,0,NA,13.5,5,8,NA
"exp1",39,4,1,4,13.5,5.8,8,1
"exp1",39,4,2,0,13.5,5.8,8,0
"exp1",39,4,3,0,13.5,5.8,8,0
"exp1",40,1,0,NA,11,2,8,NA
"exp1",40,1,1,2,11,3,8,1
"exp1",40,1,2,4,11,3,8,1
"exp1",40,1,3,2,11,3.66,8,1
"exp1",40,2,0,NA,12,3,8,NA
"exp1",40,2,1,8,12,3,9,2
"exp1",40,2,2,8,12,3,9.88,2
"exp1",40,2,3,2,12,3.66,9.88,1
"exp1",40,3,0,NA,13,3,9,NA
"exp1",40,3,1,2,13,3.66,9,1
"exp1",40,3,2,8,13,3.66,9.88,2
"exp1",40,3,3,8,13,3.66,10.68,2
"exp1",40,4,0,NA,13.5,5,8,NA
"exp1",40,4,1,4,13.5,5.8,8,1
"exp1",40,4,2,4,13.5,6.48,8,1
"exp1",40,4,3,6,13.5,7.4,8,1
"exp1",41,1,0,NA,11,2,8,NA
"exp1",41,1,1,2,11,3,8,1
"exp1",41,1,2,0,11,3,8,2
"exp1",41,1,3,0,11,3,8,2
"exp1",41,2,0,NA,12,3,8,NA
"exp1",41,2,1,8,12,3,9,2
"exp1",41,2,2,0,12,3,9,1
"exp1",41,2,3,0,12,3,9,1
"exp1",41,3,0,NA,13,3,9,NA
"exp1",41,3,1,6,13,3,9.66,2
"exp1",41,3,2,2,13,3.66,9.66,1
"exp1",41,3,3,0,13,3.66,9.66,2
"exp1",41,4,0,NA,13.5,5,8,NA
"exp1",41,4,1,4,13.5,5,8.5,2
"exp1",41,4,2,0,13.5,5,8.5,1
"exp1",41,4,3,0,13.5,5,8.5,1
"exp1",42,1,0,NA,11,2,8,NA
"exp1",42,1,1,2,11,3,8,1
"exp1",42,1,2,2,11,3.66,8,1
"exp1",42,1,3,0,11,3.66,8,0
"exp1",42,2,0,NA,12,3,8,NA
"exp1",42,2,1,8,12,3,9,2
"exp1",42,2,2,8,12,3,9.88,2
"exp1",42,2,3,0,12,3,9.88,0
"exp1",42,3,0,NA,13,3,9,NA
"exp1",42,3,1,2,13,3.66,9,1
"exp1",42,3,2,2,13,4.2,9,1
"exp1",42,3,3,0,13,4.2,9,0
"exp1",42,4,0,NA,13.5,5,8,NA
"exp1",42,4,1,4,13.5,5.8,8,1
"exp1",42,4,2,0,13.5,5.8,8,0
"exp1",42,4,3,0,13.5,5.8,8,0
"exp1",43,1,0,NA,11,2,8,NA
"exp1",43,1,1,2,11,3,8,1
"exp1",43,1,2,0,11,3,8,0
"exp1",43,1,3,0,11,3,8,0
"exp1",43,2,0,NA,12,3,8,NA
"exp1",43,2,1,4,12,3,8,1
"exp1",43,2,2,4,12,3,8.5,2
"exp1",43,2,3,4,12,3,8.97,2
"exp1",43,3,0,NA,13,3,9,NA
"exp1",43,3,1,2,13,3.66,9,1
"exp1",43,3,2,2,13,4.2,9,1
"exp1",43,3,3,0,13,4.2,9,0
"exp1",43,4,0,NA,13.5,5,8,NA
"exp1",43,4,1,2,13.5,5.4,8,1
"exp1",43,4,2,2,13.5,5.77,8,1
"exp1",43,4,3,0,13.5,5.77,8,0
"exp1",44,1,0,NA,11,2,8,NA
"exp1",44,1,1,2,11,3,8,1
"exp1",44,1,2,0,11,3,8,0
"exp1",44,1,3,0,11,3,8,0
"exp1",44,2,0,NA,12,3,8,NA
"exp1",44,2,1,8,12,3,9,2
"exp1",44,2,2,0,12,3,9,0
"exp1",44,2,3,0,12,3,9,0
"exp1",44,3,0,NA,13,3,9,NA
"exp1",44,3,1,2,13,3.66,9,1
"exp1",44,3,2,2,13,4.2,9,1
"exp1",44,3,3,0,13,4.2,9,0
"exp1",44,4,0,NA,13.5,5,8,NA
"exp1",44,4,1,4,13.5,5.8,8,1
"exp1",44,4,2,0,13.5,5.8,8,0
"exp1",44,4,3,0,13.5,5.8,8,0
"exp1",45,1,0,NA,11,2,8,NA
"exp1",45,1,1,8,11,2,9,2
"exp1",45,1,2,0,11,2,9,0
"exp1",45,1,3,0,11,2,9,0
"exp1",45,2,0,NA,12,3,8,NA
"exp1",45,2,1,4,12,3,8,1
"exp1",45,2,2,2,12,3.66,8,1
"exp1",45,2,3,8,12,3.66,9,2
"exp1",45,3,0,NA,13,3,9,NA
"exp1",45,3,1,2,13,3.66,9,1
"exp1",45,3,2,2,13,4.2,9,1
"exp1",45,3,3,0,13,4.2,9,0
"exp1",45,4,0,NA,13.5,5,8,NA
"exp1",45,4,1,2,13.5,5,8.25,2
"exp1",45,4,2,4,13.5,5.8,8.25,1
"exp1",45,4,3,4,13.5,6.48,8.25,1
"exp1",46,1,0,NA,11,2,8,NA
"exp1",46,1,1,2,11,2,8.25,2
"exp1",46,1,2,6,11,2,8.97,2
"exp1",46,1,3,4,11,2,9.41,2
"exp1",46,2,0,NA,12,3,8,NA
"exp1",46,2,1,4,12,3,8,1
"exp1",46,2,2,6,12,3,8,1
"exp1",46,2,3,4,12,3,8,1
"exp1",46,3,0,NA,13,3,9,NA
"exp1",46,3,1,4,13,3,9,1
"exp1",46,3,2,2,13,3.66,9,1
"exp1",46,3,3,6,13,3.66,9,1
"exp1",46,4,0,NA,13.5,5,8,NA
"exp1",46,4,1,4,13.5,5.8,8,1
"exp1",46,4,2,4,13.5,6.48,8,1
"exp1",46,4,3,4,13.5,7.09,8,1
"exp1",47,1,0,NA,11,2,8,NA
"exp1",47,1,1,8,11,2,9,2
"exp1",47,1,2,0,11,2,9,0
"exp1",47,1,3,0,11,2,9,0
"exp1",47,2,0,NA,12,3,8,NA
"exp1",47,2,1,4,12,3,8,1
"exp1",47,2,2,2,12,3.66,8,1
"exp1",47,2,3,6,12,3.66,8.75,2
"exp1",47,3,0,NA,13,3,9,NA
"exp1",47,3,1,8,13,3,9.88,2
"exp1",47,3,2,2,13,3.66,9.88,1
"exp1",47,3,3,0,13,3.66,9.88,0
"exp1",47,4,0,NA,13.5,5,8,NA
"exp1",47,4,1,8,13.5,5,9,2
"exp1",47,4,2,4,13.5,5.8,9,1
"exp1",47,4,3,0,13.5,5.8,9,0
"exp1",48,1,0,NA,11,2,8,NA
"exp1",48,1,1,8,11,2,9,2
"exp1",48,1,2,0,11,2,9,0
"exp1",48,1,3,0,11,2,9,0
"exp1",48,2,0,NA,12,3,8,NA
"exp1",48,2,1,2,12,3.66,8,1
"exp1",48,2,2,2,12,3.66,8.25,2
"exp1",48,2,3,2,12,4.2,8.25,1
"exp1",48,3,0,NA,13,3,9,NA
"exp1",48,3,1,2,13,3.66,9,1
"exp1",48,3,2,8,13,3.66,9.88,2
"exp1",48,3,3,0,13,3.66,9.88,0
"exp1",48,4,0,NA,13.5,5,8,NA
"exp1",48,4,1,8,13.5,5,9,2
"exp1",48,4,2,0,13.5,5,9,0
"exp1",48,4,3,0,13.5,5,9,0
"exp1",49,1,0,NA,11,2,8,NA
"exp1",49,1,1,2,11,3,8,1
"exp1",49,1,2,0,11,3,8,0
"exp1",49,1,3,8,11,3,9,2
"exp1",49,2,0,NA,12,3,8,NA
"exp1",49,2,1,2,12,3.66,8,1
"exp1",49,2,2,2,12,4.2,8,1
"exp1",49,2,3,0,12,4.2,8,0
"exp1",49,3,0,NA,13,3,9,NA
"exp1",49,3,1,2,13,3.66,9,1
"exp1",49,3,2,2,13,4.2,9,1
"exp1",49,3,3,0,13,4.2,9,0
"exp1",49,4,0,NA,13.5,5,8,NA
"exp1",49,4,1,4,13.5,5.8,8,1
"exp1",49,4,2,0,13.5,5.8,8,0
"exp1",49,4,3,0,13.5,5.8,8,0
"exp1",50,1,0,NA,11,2,8,NA
"exp1",50,1,1,2,11,3,8,1
"exp1",50,1,2,0,11,3,8,0
"exp1",50,1,3,0,11,3,8,0
"exp1",50,2,0,NA,12,3,8,NA
"exp1",50,2,1,8,12,3,9,2
"exp1",50,2,2,0,12,3,9,0
"exp1",50,2,3,0,12,3,9,0
"exp1",50,3,0,NA,13,3,9,NA
"exp1",50,3,1,2,13,3.66,9,1
"exp1",50,3,2,2,13,4.2,9,1
"exp1",50,3,3,0,13,4.2,9,0
"exp1",50,4,0,NA,13.5,5,8,NA
"exp1",50,4,1,4,13.5,5.8,8,1
"exp1",50,4,2,0,13.5,5.8,8,0
"exp1",50,4,3,0,13.5,5.8,8,0
"exp1",51,1,0,NA,11,2,8,NA
"exp1",51,1,1,2,11,2,8.25,2
"exp1",51,1,2,4,11,2,8.25,1
"exp1",51,1,3,6,11,2,8.97,2
"exp1",51,2,0,NA,12,3,8,NA
"exp1",51,2,1,8,12,3,9,2
"exp1",51,2,2,0,12,3,9,0
"exp1",51,2,3,0,12,3,9,0
"exp1",51,3,0,NA,13,3,9,NA
"exp1",51,3,1,8,13,3,9.88,2
"exp1",51,3,2,2,13,3.66,9.88,1
"exp1",51,3,3,0,13,3.66,9.88,0
"exp1",51,4,0,NA,13.5,5,8,NA
"exp1",51,4,1,2,13.5,5.4,8,1
"exp1",51,4,2,2,13.5,5.77,8,1
"exp1",51,4,3,0,13.5,5.77,8,0
"exp1",52,1,0,NA,11,2,8,NA
"exp1",52,1,1,2,11,3,8,1
"exp1",52,1,2,0,11,3,8,0
"exp1",52,1,3,0,11,3,8,0
"exp1",52,2,0,NA,12,3,8,NA
"exp1",52,2,1,8,12,3,9,2
"exp1",52,2,2,0,12,3,9,0
"exp1",52,2,3,0,12,3,9,0
"exp1",52,3,0,NA,13,3,9,NA
"exp1",52,3,1,2,13,3.66,9,1
"exp1",52,3,2,4,13,3.66,9.44,2
"exp1",52,3,3,0,13,3.66,9.44,0
"exp1",52,4,0,NA,13.5,5,8,NA
"exp1",52,4,1,4,13.5,5.8,8,1
"exp1",52,4,2,0,13.5,5.8,8,0
"exp1",52,4,3,0,13.5,5.8,8,0
"exp1",53,1,0,NA,11,2,8,NA
"exp1",53,1,1,4,11,2,8.5,2
"exp1",53,1,2,4,11,2,8.97,2
"exp1",53,1,3,6,11,2,9.63,2
"exp1",53,2,0,NA,12,3,8,NA
"exp1",53,2,1,8,12,3,9,2
"exp1",53,2,2,0,12,3,9,0
"exp1",53,2,3,0,12,3,9,0
"exp1",53,3,0,NA,13,3,9,NA
"exp1",53,3,1,2,13,3.66,9,1
"exp1",53,3,2,2,13,4.2,9,1
"exp1",53,3,3,0,13,4.2,9,0
"exp1",53,4,0,NA,13.5,5,8,NA
"exp1",53,4,1,4,13.5,5.8,8,1
"exp1",53,4,2,0,13.5,5.8,8,0
"exp1",53,4,3,0,13.5,5.8,8,0
"exp1",54,1,0,NA,11,2,8,NA
"exp1",54,1,1,8,11,2,9,2
"exp1",54,1,2,2,11,3,9,1
"exp1",54,1,3,8,11,3,9.88,2
"exp1",54,2,0,NA,12,3,8,NA
"exp1",54,2,1,0,12,3,8,0
"exp1",54,2,2,0,12,3,8,0
"exp1",54,2,3,8,12,3,9,2
"exp1",54,3,0,NA,13,3,9,NA
"exp1",54,3,1,8,13,3,9.88,2
"exp1",54,3,2,8,13,3,10.68,2
"exp1",54,3,3,2,13,3.66,10.68,1
"exp1",54,4,0,NA,13.5,5,8,NA
"exp1",54,4,1,8,13.5,5,9,2
"exp1",54,4,2,4,13.5,5.8,9,1
"exp1",54,4,3,4,13.5,6.48,9,1
"exp1",55,1,0,NA,11,2,8,NA
"exp1",55,1,1,2,11,3,8,1
"exp1",55,1,2,0,11,3,8,0
"exp1",55,1,3,2,11,3.66,8,1
"exp1",55,2,0,NA,12,3,8,NA
"exp1",55,2,1,8,12,3,9,2
"exp1",55,2,2,0,12,3,9,0
"exp1",55,2,3,8,12,3,9.88,2
"exp1",55,3,0,NA,13,3,9,NA
"exp1",55,3,1,2,13,3.66,9,1
"exp1",55,3,2,2,13,4.2,9,1
"exp1",55,3,3,0,13,4.2,9,0
"exp1",55,4,0,NA,13.5,5,8,NA
"exp1",55,4,1,4,13.5,5.8,8,1
"exp1",55,4,2,6,13.5,5.8,8.75,2
"exp1",55,4,3,4,13.5,6.48,8.75,1
"exp1",56,1,0,NA,11,2,8,NA
"exp1",56,1,1,4,11,2,8,1
"exp1",56,1,2,8,11,2,9,2
"exp1",56,1,3,8,11,2,9.88,2
"exp1",56,2,0,NA,12,3,8,NA
"exp1",56,2,1,4,12,3,8,1
"exp1",56,2,2,0,12,3,8,0
"exp1",56,2,3,4,12,3,8,1
"exp1",56,3,0,NA,13,3,9,NA
"exp1",56,3,1,8,13,3,9.88,2
"exp1",56,3,2,8,13,3,10.68,2
"exp1",56,3,3,4,13,3,10.68,1
"exp1",56,4,0,NA,13.5,5,8,NA
"exp1",56,4,1,8,13.5,5,9,2
"exp1",56,4,2,4,13.5,5.8,9,1
"exp1",56,4,3,6,13.5,5.8,9,1
"exp1",57,1,0,NA,11,2,8,NA
"exp1",57,1,1,8,11,2,9,2
"exp1",57,1,2,0,11,2,9,0
"exp1",57,1,3,0,11,2,9,0
"exp1",57,2,0,NA,12,3,8,NA
"exp1",57,2,1,8,12,3,9,2
"exp1",57,2,2,2,12,3.66,9,1
"exp1",57,2,3,0,12,3.66,9,0
"exp1",57,3,0,NA,13,3,9,NA
"exp1",57,3,1,2,13,3.66,9,1
"exp1",57,3,2,2,13,4.2,9,1
"exp1",57,3,3,4,13,5.15,9,1
"exp1",57,4,0,NA,13.5,5,8,NA
"exp1",57,4,1,8,13.5,5,9,2
"exp1",57,4,2,0,13.5,5,9,0
"exp1",57,4,3,0,13.5,5,9,0
"exp1",58,1,0,NA,11,2,8,NA
"exp1",58,1,1,2,11,3,8,1
"exp1",58,1,2,0,11,3,8,0
"exp1",58,1,3,0,11,3,8,0
"exp1",58,2,0,NA,12,3,8,NA
"exp1",58,2,1,2,12,3.66,8,1
"exp1",58,2,2,2,12,4.2,8,1
"exp1",58,2,3,4,12,5.15,8,1
"exp1",58,3,0,NA,13,3,9,NA
"exp1",58,3,1,2,13,3.66,9,1
"exp1",58,3,2,2,13,4.2,9,1
"exp1",58,3,3,4,13,5.15,9,1
"exp1",58,4,0,NA,13.5,5,8,NA
"exp1",58,4,1,4,13.5,5.8,8,1
"exp1",58,4,2,4,13.5,6.48,8,1
"exp1",58,4,3,0,13.5,6.48,8,0
"exp1",59,1,0,NA,11,2,8,NA
"exp1",59,1,1,2,11,3,8,1
"exp1",59,1,2,2,11,3.66,8,1
"exp1",59,1,3,2,11,4.2,8,1
"exp1",59,2,0,NA,12,3,8,NA
"exp1",59,2,1,2,12,3.66,8,1
"exp1",59,2,2,2,12,4.2,8,1
"exp1",59,2,3,4,12,5.15,8,1
"exp1",59,3,0,NA,13,3,9,NA
"exp1",59,3,1,2,13,3.66,9,1
"exp1",59,3,2,2,13,4.2,9,1
"exp1",59,3,3,4,13,5.15,9,1
"exp1",59,4,0,NA,13.5,5,8,NA
"exp1",59,4,1,4,13.5,5.8,8,1
"exp1",59,4,2,0,13.5,5.8,8,0
"exp1",59,4,3,0,13.5,5.8,8,0
"exp1",60,1,0,NA,11,2,8,NA
"exp1",60,1,1,2,11,3,8,1
"exp1",60,1,2,0,11,3,8,0
"exp1",60,1,3,0,11,3,8,0
"exp1",60,2,0,NA,12,3,8,NA
"exp1",60,2,1,8,12,3,9,2
"exp1",60,2,2,0,12,3,9,0
"exp1",60,2,3,0,12,3,9,0
"exp1",60,3,0,NA,13,3,9,NA
"exp1",60,3,1,2,13,3.66,9,1
"exp1",60,3,2,2,13,4.2,9,1
"exp1",60,3,3,0,13,4.2,9,0
"exp1",60,4,0,NA,13.5,5,8,NA
"exp1",60,4,1,4,13.5,5.8,8,1
"exp1",60,4,2,0,13.5,5.8,8,0
"exp1",60,4,3,0,13.5,5.8,8,0
"exp1",61,1,0,NA,11,2,8,NA
"exp1",61,1,1,8,11,2,9,2
"exp1",61,1,2,0,11,2,9,0
"exp1",61,1,3,0,11,2,9,0
"exp1",61,2,0,NA,12,3,8,NA
"exp1",61,2,1,8,12,3,9,2
"exp1",61,2,2,2,12,3.66,9,1
"exp1",61,2,3,0,12,3.66,9,0
"exp1",61,3,0,NA,13,3,9,NA
"exp1",61,3,1,2,13,3.66,9,1
"exp1",61,3,2,2,13,4.2,9,1
"exp1",61,3,3,0,13,4.2,9,0
"exp1",61,4,0,NA,13.5,5,8,NA
"exp1",61,4,1,4,13.5,5.8,8,1
"exp1",61,4,2,0,13.5,5.8,8,0
"exp1",61,4,3,0,13.5,5.8,8,0
"exp1",62,1,0,NA,11,2,8,NA
"exp1",62,1,1,0,11,2,8,0
"exp1",62,1,2,0,11,2,8,0
"exp1",62,1,3,0,11,2,8,0
"exp1",62,2,0,NA,12,3,8,NA
"exp1",62,2,1,0,12,3,8,0
"exp1",62,2,2,0,12,3,8,0
"exp1",62,2,3,0,12,3,8,0
"exp1",62,3,0,NA,13,3,9,NA
"exp1",62,3,1,0,13,3,9,0
"exp1",62,3,2,0,13,3,9,0
"exp1",62,3,3,6,13,3,9.66,2
"exp1",62,4,0,NA,13.5,5,8,NA
"exp1",62,4,1,0,13.5,5,8,0
"exp1",62,4,2,0,13.5,5,8,0
"exp1",62,4,3,0,13.5,5,8,0
"exp1",63,1,0,NA,11,2,8,NA
"exp1",63,1,1,2,11,3,8,1
"exp1",63,1,2,2,11,3.66,8,1
"exp1",63,1,3,2,11,4.2,8,1
"exp1",63,2,0,NA,12,3,8,NA
"exp1",63,2,1,2,12,3.66,8,1
"exp1",63,2,2,2,12,4.2,8,1
"exp1",63,2,3,4,12,5.15,8,1
"exp1",63,3,0,NA,13,3,9,NA
"exp1",63,3,1,2,13,3.66,9,1
"exp1",63,3,2,2,13,4.2,9,1
"exp1",63,3,3,2,13,4.67,9,1
"exp1",63,4,0,NA,13.5,5,8,NA
"exp1",63,4,1,4,13.5,5.8,8,1
"exp1",63,4,2,4,13.5,6.48,8,1
"exp1",63,4,3,6,13.5,7.4,8,1
"exp1",64,1,0,NA,11,2,8,NA
"exp1",64,1,1,2,11,3,8,1
"exp1",64,1,2,2,11,3.66,8,1
"exp1",64,1,3,2,11,4.2,8,1
"exp1",64,2,0,NA,12,3,8,NA
"exp1",64,2,1,2,12,3.66,8,1
"exp1",64,2,2,8,12,3.66,9,2
"exp1",64,2,3,8,12,3.66,9.88,2
"exp1",64,3,0,NA,13,3,9,NA
"exp1",64,3,1,2,13,3.66,9,1
"exp1",64,3,2,2,13,4.2,9,1
"exp1",64,3,3,4,13,5.15,9,1
"exp1",64,4,0,NA,13.5,5,8,NA
"exp1",64,4,1,4,13.5,5.8,8,1
"exp1",64,4,2,4,13.5,6.48,8,1
"exp1",64,4,3,6,13.5,7.4,8,1
"exp1",65,1,0,NA,11,2,8,NA
"exp1",65,1,1,2,11,3,8,1
"exp1",65,1,2,0,11,3,8,0
"exp1",65,1,3,0,11,3,8,0
"exp1",65,2,0,NA,12,3,8,NA
"exp1",65,2,1,2,12,3.66,8,1
"exp1",65,2,2,2,12,4.2,8,1
"exp1",65,2,3,0,12,4.2,8,0
"exp1",65,3,0,NA,13,3,9,NA
"exp1",65,3,1,2,13,3.66,9,1
"exp1",65,3,2,2,13,4.2,9,1
"exp1",65,3,3,0,13,4.2,9,0
"exp1",65,4,0,NA,13.5,5,8,NA
"exp1",65,4,1,4,13.5,5.8,8,1
"exp1",65,4,2,0,13.5,5.8,8,0
"exp1",65,4,3,0,13.5,5.8,8,0
"exp1",66,1,0,NA,11,2,8,NA
"exp1",66,1,1,8,11,2,9,2
"exp1",66,1,2,0,11,2,9,0
"exp1",66,1,3,2,11,3,9,1
"exp1",66,2,0,NA,12,3,8,NA
"exp1",66,2,1,8,12,3,9,2
"exp1",66,2,2,0,12,3,9,0
"exp1",66,2,3,2,12,3,9.22,2
"exp1",66,3,0,NA,13,3,9,NA
"exp1",66,3,1,6,13,3,9.66,2
"exp1",66,3,2,2,13,3.66,9.66,1
"exp1",66,3,3,2,13,4.2,9.66,1
"exp1",66,4,0,NA,13.5,5,8,NA
"exp1",66,4,1,4,13.5,5.8,8,1
"exp1",66,4,2,2,13.5,6.14,8,1
"exp1",66,4,3,0,13.5,6.14,8,0
"exp1",67,1,0,NA,11,2,8,NA
"exp1",67,1,1,2,11,3,8,1
"exp1",67,1,2,0,11,3,8,0
"exp1",67,1,3,0,11,3,8,0
"exp1",67,2,0,NA,12,3,8,NA
"exp1",67,2,1,2,12,3.66,8,1
"exp1",67,2,2,2,12,4.2,8,1
"exp1",67,2,3,0,12,4.2,8,0
"exp1",67,3,0,NA,13,3,9,NA
"exp1",67,3,1,2,13,3.66,9,1
"exp1",67,3,2,2,13,4.2,9,1
"exp1",67,3,3,0,13,4.2,9,0
"exp1",67,4,0,NA,13.5,5,8,NA
"exp1",67,4,1,4,13.5,5,8.5,2
"exp1",67,4,2,0,13.5,5,8.5,0
"exp1",67,4,3,0,13.5,5,8.5,0
"exp1",68,1,0,NA,11,2,8,NA
"exp1",68,1,1,2,11,3,8,1
"exp1",68,1,2,0,11,3,8,0
"exp1",68,1,3,0,11,3,8,0
"exp1",68,2,0,NA,12,3,8,NA
"exp1",68,2,1,2,12,3.66,8,1
"exp1",68,2,2,2,12,4.2,8,1
"exp1",68,2,3,0,12,4.2,8,0
"exp1",68,3,0,NA,13,3,9,NA
"exp1",68,3,1,8,13,3,9.88,2
"exp1",68,3,2,4,13,3,10.28,2
"exp1",68,3,3,0,13,3,10.28,0
"exp1",68,4,0,NA,13.5,5,8,NA
"exp1",68,4,1,8,13.5,5,9,2
"exp1",68,4,2,4,13.5,5.8,9,1
"exp1",68,4,3,4,13.5,6.48,9,1
"exp1",69,1,0,NA,11,2,8,NA
"exp1",69,1,1,2,11,3,8,1
"exp1",69,1,2,0,11,3,8,0
"exp1",69,1,3,0,11,3,8,0
"exp1",69,2,0,NA,12,3,8,NA
"exp1",69,2,1,8,12,3,9,2
"exp1",69,2,2,0,12,3,9,0
"exp1",69,2,3,0,12,3,9,0
"exp1",69,3,0,NA,13,3,9,NA
"exp1",69,3,1,2,13,3.66,9,1
"exp1",69,3,2,2,13,4.2,9,1
"exp1",69,3,3,0,13,4.2,9,0
"exp1",69,4,0,NA,13.5,5,8,NA
"exp1",69,4,1,4,13.5,5.8,8,1
"exp1",69,4,2,0,13.5,5.8,8,0
"exp1",69,4,3,0,13.5,5.8,8,0
"exp1",70,1,0,NA,11,2,8,NA
"exp1",70,1,1,8,11,2,9,2
"exp1",70,1,2,0,11,2,9,0
"exp1",70,1,3,0,11,2,9,0
"exp1",70,2,0,NA,12,3,8,NA
"exp1",70,2,1,8,12,3,9,2
"exp1",70,2,2,2,12,3.66,9,1
"exp1",70,2,3,2,12,4.2,9,1
"exp1",70,3,0,NA,13,3,9,NA
"exp1",70,3,1,8,13,3,9.88,2
"exp1",70,3,2,2,13,3.66,9.88,1
"exp1",70,3,3,0,13,3.66,9.88,0
"exp1",70,4,0,NA,13.5,5,8,NA
"exp1",70,4,1,4,13.5,5,8.5,2
"exp1",70,4,2,0,13.5,5,8.5,0
"exp1",70,4,3,0,13.5,5,8.5,0
"exp1",71,1,0,NA,11,2,8,NA
"exp1",71,1,1,8,11,2,8,1
"exp1",71,1,2,4,11,2,8.5,2
"exp1",71,1,3,4,11,2,8.5,1
"exp1",71,2,0,NA,12,3,8,NA
"exp1",71,2,1,2,12,3.66,8,1
"exp1",71,2,2,2,12,4.2,8,1
"exp1",71,2,3,0,12,4.2,8,0
"exp1",71,3,0,NA,13,3,9,NA
"exp1",71,3,1,2,13,3,9.22,2
"exp1",71,3,2,2,13,3.66,9.22,1
"exp1",71,3,3,2,13,4.2,9.22,1
"exp1",71,4,0,NA,13.5,5,8,NA
"exp1",71,4,1,4,13.5,5.8,8,1
"exp1",71,4,2,2,13.5,6.14,8,1
"exp1",71,4,3,0,13.5,6.14,8,0
"exp1",72,1,0,NA,11,2,8,NA
"exp1",72,1,1,8,11,2,9,2
"exp1",72,1,2,0,11,2,9,0
"exp1",72,1,3,2,11,3,9,1
"exp1",72,2,0,NA,12,3,8,NA
"exp1",72,2,1,2,12,3.66,8,1
"exp1",72,2,2,2,12,4.2,8,1
"exp1",72,2,3,0,12,4.2,8,0
"exp1",72,3,0,NA,13,3,9,NA
"exp1",72,3,1,2,13,3.66,9,1
"exp1",72,3,2,2,13,4.2,9,1
"exp1",72,3,3,0,13,4.2,9,0
"exp1",72,4,0,NA,13.5,5,8,NA
"exp1",72,4,1,4,13.5,5.8,8,1
"exp1",72,4,2,0,13.5,5.8,8,0
"exp1",72,4,3,0,13.5,5.8,8,0
"exp1",73,1,0,NA,11,2,8,NA
"exp1",73,1,1,2,11,3,8,1
"exp1",73,1,2,2,11,3.66,8,1
"exp1",73,1,3,2,11,4.2,8,1
"exp1",73,2,0,NA,12,3,8,NA
"exp1",73,2,1,2,12,3.66,8,1
"exp1",73,2,2,2,12,4.2,8,1
"exp1",73,2,3,2,12,4.67,8,1
"exp1",73,3,0,NA,13,3,9,NA
"exp1",73,3,1,2,13,3.66,9,1
"exp1",73,3,2,2,13,4.2,9,1
"exp1",73,3,3,2,13,4.67,9,1
"exp1",73,4,0,NA,13.5,5,8,NA
"exp1",73,4,1,2,13.5,5.4,8,1
"exp1",73,4,2,2,13.5,5.77,8,1
"exp1",73,4,3,2,13.5,6.11,8,1
"exp1",74,1,0,NA,11,2,8,NA
"exp1",74,1,1,2,11,3,8,1
"exp1",74,1,2,0,11,3,8,0
"exp1",74,1,3,0,11,3,8,0
"exp1",74,2,0,NA,12,3,8,NA
"exp1",74,2,1,8,12,3,8,1
"exp1",74,2,2,8,12,3,9,2
"exp1",74,2,3,0,12,3,9,0
"exp1",74,3,0,NA,13,3,9,NA
"exp1",74,3,1,2,13,3.66,9,1
"exp1",74,3,2,2,13,4.2,9,1
"exp1",74,3,3,0,13,4.2,9,0
"exp1",74,4,0,NA,13.5,5,8,NA
"exp1",74,4,1,4,13.5,5.8,8,1
"exp1",74,4,2,0,13.5,5.8,8,0
"exp1",74,4,3,0,13.5,5.8,8,0
"exp1",75,1,0,NA,11,2,8,NA
"exp1",75,1,1,2,11,3,8,1
"exp1",75,1,2,0,11,3,8,0
"exp1",75,1,3,0,11,3,8,0
"exp1",75,2,0,NA,12,3,8,NA
"exp1",75,2,1,8,12,3,9,2
"exp1",75,2,2,0,12,3,9,0
"exp1",75,2,3,0,12,3,9,0
"exp1",75,3,0,NA,13,3,9,NA
"exp1",75,3,1,2,13,3.66,9,1
"exp1",75,3,2,2,13,4.2,9,1
"exp1",75,3,3,0,13,4.2,9,0
"exp1",75,4,0,NA,13.5,5,8,NA
"exp1",75,4,1,4,13.5,5,8.5,2
"exp1",75,4,2,0,13.5,5,8.5,0
"exp1",75,4,3,0,13.5,5,8.5,0
"exp1",76,1,0,NA,11,2,8,NA
