"expIndex","subject","scenario","round","weight_selected","target","weak_strength","strong_strength","agent_selected"
"exp1",76,1,1,2,11,3,8,1
"exp1",76,1,2,0,11,3,8,0
"exp1",76,1,3,0,11,3,8,0
"exp1",76,2,0,NA,12,3,8,NA
"exp1",76,2,1,4,12,3,8.5,2
"exp1",76,2,2,2,12,3.66,8.5,1
"exp1",76,2,3,2,12,4.2,8.5,1
"exp1",76,3,0,NA,13,3,9,NA
"exp1",76,3,1,2,13,3.66,9,1
"exp1",76,3,2,2,13,4.2,9,1
"exp1",76,3,3,0,13,4.2,9,0
"exp1",76,4,0,NA,13.5,5,8,NA
"exp1",76,4,1,4,13.5,5,8.5,2
"exp1",76,4,2,0,13.5,5,8.5,0
"exp1",76,4,3,0,13.5,5,8.5,0
"exp1",77,1,0,NA,11,2,8,NA
"exp1",77,1,1,2,11,3,8,1
"exp1",77,1,2,0,11,3,8,0
"exp1",77,1,3,0,11,3,8,0
"exp1",77,2,0,NA,12,3,8,NA
"exp1",77,2,1,8,12,3,9,2
"exp1",77,2,2,0,12,3,9,0
"exp1",77,2,3,0,12,3,9,0
"exp1",77,3,0,NA,13,3,9,NA
"exp1",77,3,1,2,13,3.66,9,1
"exp1",77,3,2,2,13,4.2,9,1
"exp1",77,3,3,2,13,4.67,9,1
"exp1",77,4,0,NA,13.5,5,8,NA
"exp1",77,4,1,4,13.5,5,8.5,2
"exp1",77,4,2,0,13.5,5,8.5,0
"exp1",77,4,3,0,13.5,5,8.5,0
"exp1",78,1,0,NA,11,2,8,NA
"exp1",78,1,1,2,11,3,8,1
"exp1",78,1,2,0,11,3,8,0
"exp1",78,1,3,0,11,3,8,0
"exp1",78,2,0,NA,12,3,8,NA
"exp1",78,2,1,8,12,3,9,2
"exp1",78,2,2,0,12,3,9,0
"exp1",78,2,3,0,12,3,9,0
"exp1",78,3,0,NA,13,3,9,NA
"exp1",78,3,1,2,13,3.66,9,1
"exp1",78,3,2,2,13,4.2,9,1
"exp1",78,3,3,0,13,4.2,9,0
"exp1",78,4,0,NA,13.5,5,8,NA
"exp1",78,4,1,4,13.5,5.8,8,1
"exp1",78,4,2,0,13.5,5.8,8,0
"exp1",78,4,3,0,13.5,5.8,8,0
"exp1",79,1,0,NA,11,2,8,NA
"exp1",79,1,1,2,11,3,8,1
"exp1",79,1,2,8,11,3,9,2
"exp1",79,1,3,2,11,3.66,9,1
"exp1",79,2,0,NA,12,3,8,NA
"exp1",79,2,1,8,12,3,9,2
"exp1",79,2,2,0,12,3,9,0
"exp1",79,2,3,0,12,3,9,0
"exp1",79,3,0,NA,13,3,9,NA
"exp1",79,3,1,8,13,3,9.88,2
"exp1",79,3,2,8,13,3,10.68,2
"exp1",79,3,3,2,13,3.66,10.68,1
"exp1",79,4,0,NA,13.5,5,8,NA
"exp1",79,4,1,8,13.5,5,9,2
"exp1",79,4,2,4,13.5,5.8,9,1
"exp1",79,4,3,4,13.5,6.48,9,1
"exp1",80,1,0,NA,11,2,8,NA
"exp1",80,1,1,2,11,3,8,1
"exp1",80,1,2,0,11,3,8,0
"exp1",80,1,3,0,11,3,8,0
"exp1",80,2,0,NA,12,3,8,NA
"exp1",80,2,1,2,12,3.66,8,1
"exp1",80,2,2,2,12,4.2,8,1
"exp1",80,2,3,0,12,4.2,8,0
"exp1",80,3,0,NA,13,3,9,NA
"exp1",80,3,1,2,13,3.66,9,1
"exp1",80,3,2,2,13,4.2,9,1
"exp1",80,3,3,0,13,4.2,9,0
"exp1",80,4,0,NA,13.5,5,8,NA
"exp1",80,4,1,4,13.5,5,8.5,2
"exp1",80,4,2,0,13.5,5,8.5,0
"exp1",80,4,3,0,13.5,5,8.5,0
"exp1",81,1,0,NA,11,2,8,NA
"exp1",81,1,1,2,11,3,8,1
"exp1",81,1,2,0,11,3,8,0
"exp1",81,1,3,0,11,3,8,0
"exp1",81,2,0,NA,12,3,8,NA
"exp1",81,2,1,2,12,3.66,8,1
"exp1",81,2,2,2,12,4.2,8,1
"exp1",81,2,3,0,12,4.2,8,0
"exp1",81,3,0,NA,13,3,9,NA
"exp1",81,3,1,2,13,3.66,9,1
"exp1",81,3,2,2,13,4.2,9,1
"exp1",81,3,3,0,13,4.2,9,0
"exp1",81,4,0,NA,13.5,5,8,NA
"exp1",81,4,1,4,13.5,5.8,8,1
"exp1",81,4,2,4,13.5,6.48,8,1
"exp1",81,4,3,6,13.5,7.4,8,1
"exp1",82,1,0,NA,11,2,8,NA
"exp1",82,1,1,2,11,3,8,1
"exp1",82,1,2,0,11,3,8,0
"exp1",82,1,3,0,11,3,8,0
"exp1",82,2,0,NA,12,3,8,NA
"exp1",82,2,1,2,12,3.66,8,1
"exp1",82,2,2,2,12,4.2,8,1
"exp1",82,2,3,0,12,4.2,8,0
"exp1",82,3,0,NA,13,3,9,NA
"exp1",82,3,1,2,13,3.66,9,1
"exp1",82,3,2,2,13,4.2,9,1
"exp1",82,3,3,0,13,4.2,9,0
"exp1",82,4,0,NA,13.5,5,8,NA
"exp1",82,4,1,8,13.5,5,9,2
"exp1",82,4,2,8,13.5,5,9.88,2
"exp1",82,4,3,8,13.5,5,10.68,2
"exp1",83,1,0,NA,11,2,8,NA
"exp1",83,1,1,6,11,2,8.75,2
"exp1",83,1,2,4,11,2,8.75,1
"exp1",83,1,3,8,11,2,9.66,2
"exp1",83,2,0,NA,12,3,8,NA
"exp1",83,2,1,4,12,3,8.5,2
"exp1",83,2,2,6,12,3,8.5,1
"exp1",83,2,3,2,12,3,8.73,2
"exp1",83,3,0,NA,13,3,9,NA
"exp1",83,3,1,6,13,3,9,1
"exp1",83,3,2,4,13,3,9.44,2
"exp1",83,3,3,8,13,3,9.44,1
"exp1",83,4,0,NA,13.5,5,8,NA
"exp1",83,4,1,4,13.5,5.8,8,1
"exp1",83,4,2,6,13.5,5.8,8.75,2
"exp1",83,4,3,6,13.5,5.8,9.43,2
"exp1",84,1,0,NA,11,2,8,NA
"exp1",84,1,1,2,11,3,8,1
"exp1",84,1,2,0,11,3,8,0
"exp1",84,1,3,0,11,3,8,0
"exp1",84,2,0,NA,12,3,8,NA
"exp1",84,2,1,4,12,3,8.5,2
"exp1",84,2,2,2,12,3.66,8.5,1
"exp1",84,2,3,0,12,3.66,8.5,0
"exp1",84,3,0,NA,13,3,9,NA
"exp1",84,3,1,2,13,3.66,9,1
"exp1",84,3,2,2,13,4.2,9,1
"exp1",84,3,3,0,13,4.2,9,0
"exp1",84,4,0,NA,13.5,5,8,NA
"exp1",84,4,1,4,13.5,5.8,8,1
"exp1",84,4,2,0,13.5,5.8,8,0
"exp1",84,4,3,0,13.5,5.8,8,0
"exp1",85,1,0,NA,11,2,8,NA
"exp1",85,1,1,2,11,3,8,1
"exp1",85,1,2,0,11,3,8,0
"exp1",85,1,3,0,11,3,8,0
"exp1",85,2,0,NA,12,3,8,NA
"exp1",85,2,1,2,12,3.66,8,1
"exp1",85,2,2,2,12,4.2,8,1
"exp1",85,2,3,0,12,4.2,8,0
"exp1",85,3,0,NA,13,3,9,NA
"exp1",85,3,1,8,13,3,9.88,2
"exp1",85,3,2,2,13,3.66,9.88,1
"exp1",85,3,3,0,13,3.66,9.88,0
"exp1",85,4,0,NA,13.5,5,8,NA
"exp1",85,4,1,6,13.5,5,8.75,2
"exp1",85,4,2,0,13.5,5,8.75,0
"exp1",85,4,3,0,13.5,5,8.75,0
"exp1",86,1,0,NA,11,2,8,NA
"exp1",86,1,1,2,11,3,8,1
"exp1",86,1,2,2,11,3.66,8,1
"exp1",86,1,3,2,11,4.2,8,1
"exp1",86,2,0,NA,12,3,8,NA
"exp1",86,2,1,8,12,3,9,2
"exp1",86,2,2,0,12,3,9,0
"exp1",86,2,3,0,12,3,9,0
"exp1",86,3,0,NA,13,3,9,NA
"exp1",86,3,1,2,13,3.66,9,1
"exp1",86,3,2,8,13,3.66,9.88,2
"exp1",86,3,3,0,13,3.66,9.88,0
"exp1",86,4,0,NA,13.5,5,8,NA
"exp1",86,4,1,4,13.5,5.8,8,1
"exp1",86,4,2,0,13.5,5.8,8,0
"exp1",86,4,3,0,13.5,5.8,8,0
"exp1",87,1,0,NA,11,2,8,NA
"exp1",87,1,1,2,11,3,8,1
"exp1",87,1,2,0,11,3,8,0
"exp1",87,1,3,0,11,3,8,0
"exp1",87,2,0,NA,12,3,8,NA
"exp1",87,2,1,8,12,3,9,2
"exp1",87,2,2,0,12,3,9,0
"exp1",87,2,3,0,12,3,9,0
"exp1",87,3,0,NA,13,3,9,NA
"exp1",87,3,1,2,13,3.66,9,1
"exp1",87,3,2,2,13,4.2,9,1
"exp1",87,3,3,0,13,4.2,9,0
"exp1",87,4,0,NA,13.5,5,8,NA
"exp1",87,4,1,4,13.5,5.8,8,1
"exp1",87,4,2,0,13.5,5.8,8,0
"exp1",87,4,3,0,13.5,5.8,8,0
"exp1",88,1,0,NA,11,2,8,NA
"exp1",88,1,1,8,11,2,9,2
"exp1",88,1,2,2,11,3,9,1
"exp1",88,1,3,6,11,3,9.66,2
"exp1",88,2,0,NA,12,3,8,NA
"exp1",88,2,1,8,12,3,9,2
"exp1",88,2,2,8,12,3,9.88,2
"exp1",88,2,3,2,12,3.66,9.88,1
"exp1",88,3,0,NA,13,3,9,NA
"exp1",88,3,1,6,13,3,9.66,2
"exp1",88,3,2,2,13,3.66,9.66,1
"exp1",88,3,3,8,13,3.66,10.48,2
"exp1",88,4,0,NA,13.5,5,8,NA
"exp1",88,4,1,6,13.5,5,8.75,2
"exp1",88,4,2,4,13.5,5,9.2,2
"exp1",88,4,3,4,13.5,5.8,9.2,1
"exp1",89,1,0,NA,11,2,8,NA
"exp1",89,1,1,8,11,2,9,2
"exp1",89,1,2,2,11,3,9,1
"exp1",89,1,3,2,11,3.66,9,1
"exp1",89,2,0,NA,12,3,8,NA
"exp1",89,2,1,8,12,3,9,2
"exp1",89,2,2,2,12,3.66,9,1
"exp1",89,2,3,0,12,3.66,9,0
"exp1",89,3,0,NA,13,3,9,NA
"exp1",89,3,1,2,13,3.66,9,1
"exp1",89,3,2,2,13,4.2,9,1
"exp1",89,3,3,0,13,4.2,9,0
"exp1",89,4,0,NA,13.5,5,8,NA
"exp1",89,4,1,4,13.5,5.8,8,1
"exp1",89,4,2,0,13.5,5.8,8,0
"exp1",89,4,3,0,13.5,5.8,8,0
"exp1",90,1,0,NA,11,2,8,NA
"exp1",90,1,1,2,11,3,8,1
"exp1",90,1,2,0,11,3,8,0
"exp1",90,1,3,0,11,3,8,0
"exp1",90,2,0,NA,12,3,8,NA
"exp1",90,2,1,2,12,3.66,8,1
"exp1",90,2,2,2,12,4.2,8,1
"exp1",90,2,3,0,12,4.2,8,0
"exp1",90,3,0,NA,13,3,9,NA
"exp1",90,3,1,2,13,3.66,9,1
"exp1",90,3,2,2,13,4.2,9,1
"exp1",90,3,3,0,13,4.2,9,0
"exp1",90,4,0,NA,13.5,5,8,NA
"exp1",90,4,1,4,13.5,5.8,8,1
"exp1",90,4,2,0,13.5,5.8,8,0
"exp1",90,4,3,0,13.5,5.8,8,0
"exp1",91,1,0,NA,11,2,8,NA
"exp1",91,1,1,8,11,2,9,2
"exp1",91,1,2,8,11,2,9.88,2
"exp1",91,1,3,8,11,2,10.68,2
"exp1",91,2,0,NA,12,3,8,NA
"exp1",91,2,1,2,12,3.66,8,1
"exp1",91,2,2,4,12,3.66,8.5,2
"exp1",91,2,3,6,12,3.66,9.2,2
"exp1",91,3,0,NA,13,3,9,NA
"exp1",91,3,1,6,13,3,9.66,2
"exp1",91,3,2,8,13,3,10.48,2
"exp1",91,3,3,2,13,3.66,10.48,1
"exp1",91,4,0,NA,13.5,5,8,NA
"exp1",91,4,1,8,13.5,5,9,2
"exp1",91,4,2,8,13.5,5,9.88,2
"exp1",91,4,3,8,13.5,5,10.68,2
"exp1",92,1,0,NA,11,2,8,NA
"exp1",92,1,1,2,11,3,8,1
"exp1",92,1,2,2,11,3.66,8,1
"exp1",92,1,3,6,11,3.66,8.75,2
"exp1",92,2,0,NA,12,3,8,NA
"exp1",92,2,1,4,12,3,8.5,2
"exp1",92,2,2,2,12,3.66,8.5,1
"exp1",92,2,3,2,12,4.2,8.5,1
"exp1",92,3,0,NA,13,3,9,NA
"exp1",92,3,1,6,13,3,9.66,2
"exp1",92,3,2,2,13,3.66,9.66,1
"exp1",92,3,3,2,13,4.2,9.66,1
"exp1",92,4,0,NA,13.5,5,8,NA
"exp1",92,4,1,4,13.5,5.8,8,1
"exp1",92,4,2,6,13.5,5.8,8.75,2
"exp1",92,4,3,4,13.5,6.48,8.75,1
"exp1",93,1,0,NA,11,2,8,NA
"exp1",93,1,1,2,11,3,8,1
"exp1",93,1,2,0,11,3,8,0
"exp1",93,1,3,0,11,3,8,0
"exp1",93,2,0,NA,12,3,8,NA
"exp1",93,2,1,2,12,3.66,8,1
"exp1",93,2,2,2,12,4.2,8,1
"exp1",93,2,3,0,12,4.2,8,0
"exp1",93,3,0,NA,13,3,9,NA
"exp1",93,3,1,2,13,3.66,9,1
"exp1",93,3,2,2,13,4.2,9,1
"exp1",93,3,3,0,13,4.2,9,0
"exp1",93,4,0,NA,13.5,5,8,NA
"exp1",93,4,1,6,13.5,5,8,1
"exp1",93,4,2,4,13.5,5.8,8,1
"exp1",93,4,3,4,13.5,6.48,8,1
"exp1",94,1,0,NA,11,2,8,NA
"exp1",94,1,1,2,11,3,8,1
"exp1",94,1,2,0,11,3,8,0
"exp1",94,1,3,0,11,3,8,0
"exp1",94,2,0,NA,12,3,8,NA
"exp1",94,2,1,2,12,3.66,8,1
"exp1",94,2,2,2,12,4.2,8,1
"exp1",94,2,3,0,12,4.2,8,0
"exp1",94,3,0,NA,13,3,9,NA
"exp1",94,3,1,2,13,3.66,9,1
"exp1",94,3,2,2,13,4.2,9,1
"exp1",94,3,3,0,13,4.2,9,0
"exp1",94,4,0,NA,13.5,5,8,NA
"exp1",94,4,1,4,13.5,5.8,8,1
"exp1",94,4,2,0,13.5,5.8,8,0
"exp1",94,4,3,0,13.5,5.8,8,0
"exp1",95,1,0,NA,11,2,8,NA
"exp1",95,1,1,4,11,2,8,1
"exp1",95,1,2,8,11,2,9,2
"exp1",95,1,3,0,11,2,9,0
"exp1",95,2,0,NA,12,3,8,NA
"exp1",95,2,1,4,12,3,8,1
"exp1",95,2,2,8,12,3,9,2
"exp1",95,2,3,0,12,3,9,0
"exp1",95,3,0,NA,13,3,9,NA
"exp1",95,3,1,4,13,3,9,1
"exp1",95,3,2,4,13,3,9,1
"exp1",95,3,3,8,13,3,9.88,2
"exp1",95,4,0,NA,13.5,5,8,NA
"exp1",95,4,1,8,13.5,5,9,2
"exp1",95,4,2,0,13.5,5,9,0
"exp1",95,4,3,0,13.5,5,9,0
"exp1",96,1,0,NA,11,2,8,NA
"exp1",96,1,1,8,11,2,9,2
"exp1",96,1,2,8,11,2,9.88,2
"exp1",96,1,3,2,11,3,9.88,1
"exp1",96,2,0,NA,12,3,8,NA
"exp1",96,2,1,8,12,3,9,2
"exp1",96,2,2,0,12,3,9,0
"exp1",96,2,3,0,12,3,9,0
"exp1",96,3,0,NA,13,3,9,NA
"exp1",96,3,1,8,13,3,9.88,2
"exp1",96,3,2,8,13,3,10.68,2
"exp1",96,3,3,0,13,3,10.68,0
"exp1",96,4,0,NA,13.5,5,8,NA
"exp1",96,4,1,8,13.5,5,9,2
"exp1",96,4,2,0,13.5,5,9,0
"exp1",96,4,3,0,13.5,5,9,0
"exp1",97,1,0,NA,11,2,8,NA
"exp1",97,1,1,2,11,3,8,1
"exp1",97,1,2,2,11,3.66,8,1
"exp1",97,1,3,2,11,4.2,8,1
"exp1",97,2,0,NA,12,3,8,NA
"exp1",97,2,1,2,12,3.66,8,1
"exp1",97,2,2,2,12,4.2,8,1
"exp1",97,2,3,0,12,4.2,8,0
"exp1",97,3,0,NA,13,3,9,NA
"exp1",97,3,1,2,13,3.66,9,1
"exp1",97,3,2,2,13,4.2,9,1
"exp1",97,3,3,0,13,4.2,9,0
"exp1",97,4,0,NA,13.5,5,8,NA
"exp1",97,4,1,4,13.5,5.8,8,1
"exp1",97,4,2,2,13.5,6.14,8,1
"exp1",97,4,3,0,13.5,6.14,8,0
"exp1",98,1,0,NA,11,2,8,NA
"exp1",98,1,1,2,11,3,8,1
"exp1",98,1,2,0,11,3,8,0
"exp1",98,1,3,0,11,3,8,0
"exp1",98,2,0,NA,12,3,8,NA
"exp1",98,2,1,2,12,3.66,8,1
"exp1",98,2,2,2,12,4.2,8,1
"exp1",98,2,3,0,12,4.2,8,0
"exp1",98,3,0,NA,13,3,9,NA
"exp1",98,3,1,2,13,3.66,9,1
"exp1",98,3,2,2,13,4.2,9,1
"exp1",98,3,3,0,13,4.2,9,0
"exp1",98,4,0,NA,13.5,5,8,NA
"exp1",98,4,1,4,13.5,5.8,8,1
"exp1",98,4,2,4,13.5,6.48,8,1
"exp1",98,4,3,4,13.5,7.09,8,1
"exp1",99,1,0,NA,11,2,8,NA
"exp1",99,1,1,2,11,3,8,1
"exp1",99,1,2,0,11,3,8,0
"exp1",99,1,3,4,11,3,8.5,2
"exp1",99,2,0,NA,12,3,8,NA
"exp1",99,2,1,6,12,3,8.75,2
"exp1",99,2,2,2,12,3.66,8.75,1
"exp1",99,2,3,0,12,3.66,8.75,0
"exp1",99,3,0,NA,13,3,9,NA
"exp1",99,3,1,6,13,3,9.66,2
"exp1",99,3,2,2,13,3.66,9.66,1
"exp1",99,3,3,2,13,4.2,9.66,1
"exp1",99,4,0,NA,13.5,5,8,NA
"exp1",99,4,1,0,13.5,5,8,0
"exp1",99,4,2,2,13.5,5,8.25,2
"exp1",99,4,3,0,13.5,5,8.25,0
